Team,Match Up,Game Date,Season,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
SAC,SAC @ BOS,11/25/2019,,L,12,112.5,116.7,-4.2,66.7,1.5,17.6,30.8,80.0,52.2,16.7,59.5,59.3,96.0,44.9
MIN,MIN @ ATL,11/25/2019,,W,12,114.3,79.3,35.0,63.6,1.4,18.9,16.7,70.6,48.3,17.9,59.1,63.8,114.0,69.7
BOS,BOS vs. SAC,11/25/2019,,W,12,116.7,112.5,4.2,25.0,0.67,7.1,20.0,69.2,47.8,12.5,50.0,61.3,96.0,55.1
TOR,TOR vs. PHI,11/25/2019,,W,12,90.9,76.2,14.7,71.4,5.0,16.7,20.0,64.3,41.4,4.5,38.1,41.5,86.0,70.7
SAS,SAS vs. LAL,11/25/2019,,L,12,95.7,116.7,-21.0,37.5,1.0,9.7,33.3,92.3,60.7,13.0,38.6,43.9,94.0,31.3
UTA,UTA @ MIL,11/25/2019,,L,12,140.0,128.0,12.0,42.9,3.0,19.4,12.5,50.0,38.5,8.0,75.0,75.0,100.0,56.3
IND,IND vs. MEM,11/25/2019,,W,12,88.0,124.0,-36.0,57.1,1.33,12.5,18.8,81.8,44.4,12.0,43.2,46.3,100.0,29.0
POR,POR @ CHI,11/25/2019,,W,12,100.0,88.0,12.0,27.3,0.75,9.4,30.8,76.9,53.8,16.0,52.2,51.4,100.0,51.4
PHI,PHI @ TOR,11/25/2019,,L,12,76.2,90.9,-14.7,57.1,0.8,13.3,35.7,80.0,58.6,23.8,42.1,38.5,86.0,29.3
LAL,LAL @ SAS,11/25/2019,,W,12,116.7,95.7,21.0,80.0,8.0,24.2,7.7,66.7,39.3,4.2,59.5,60.3,94.0,68.8
CHI,CHI vs. POR,11/25/2019,,L,12,88.0,100.0,-12.0,87.5,1.4,20.0,23.1,69.2,46.2,20.0,42.5,46.8,100.0,48.6
MIA,MIA vs. CHA,11/25/2019,,W,12,79.2,75.0,4.2,85.7,0.67,19.4,16.7,65.2,55.2,37.5,53.8,62.5,96.0,78.8
GSW,GSW vs. OKC,11/25/2019,,L,12,58.3,108.3,-50.0,100.0,1.0,15.2,23.5,75.0,44.8,20.8,31.8,31.8,96.0,8.7
ATL,ATL vs. MIN,11/25/2019,,L,12,79.3,114.3,-35.0,83.3,1.0,12.8,29.4,83.3,51.7,17.2,29.5,41.5,114.0,30.3
MEM,MEM @ IND,11/25/2019,,L,12,124.0,88.0,36.0,76.9,5.0,27.0,18.2,81.3,55.6,8.0,60.4,61.2,100.0,71.0
CLE,CLE vs. BKN,11/25/2019,,L,12,140.9,122.7,18.2,50.0,2.0,16.2,64.3,72.7,68.0,13.6,56.0,57.0,88.0,52.9
DET,DET vs. ORL,11/25/2019,,W,12,108.7,78.3,30.4,75.0,1.5,18.2,33.3,91.7,62.5,17.4,50.0,55.2,92.0,70.6
PHX,PHX @ DEN,11/24/2019,,L,12,122.7,168.2,-45.5,50.0,2.0,20.7,16.7,37.5,28.6,13.6,69.4,71.5,88.0,40.3
SAC,SAC @ WAS,11/24/2019,,W,12,104.5,91.3,13.2,71.4,2.5,18.5,0.0,60.0,36.0,9.1,52.9,58.6,90.0,64.7
LAC,LAC vs. NOP,11/24/2019,,W,12,141.7,91.7,50.0,54.5,6.0,18.2,27.3,86.7,61.5,4.2,54.5,64.4,96.0,75.3
BKN,BKN @ NYK,11/24/2019,,W,12,91.3,131.8,-40.5,20.0,0.2,3.3,42.9,63.6,52.0,21.7,36.7,47.6,90.0,13.6
NOP,NOP @ LAC,11/24/2019,,L,12,91.7,141.7,-50.0,87.5,7.0,21.2,13.3,72.7,38.5,4.2,45.0,44.3,96.0,24.7
WAS,WAS vs. SAC,11/24/2019,,L,12,91.3,104.5,-13.2,55.6,1.25,14.7,40.0,100.0,64.0,17.4,45.7,44.0,90.0,35.3
DEN,DEN vs. PHX,11/24/2019,,W,12,168.2,122.7,45.5,57.1,2.67,22.9,62.5,83.3,71.4,13.6,79.5,76.4,88.0,59.7
HOU,HOU vs. DAL,11/24/2019,,L,12,103.7,118.5,-14.8,58.3,2.33,18.9,20.0,92.9,55.2,11.1,52.0,51.5,108.0,40.9
NYK,NYK vs. BKN,11/24/2019,,L,12,131.8,91.3,40.5,30.0,1.0,10.3,36.4,57.1,48.0,13.6,60.0,62.8,90.0,86.4
DAL,DAL @ HOU,11/24/2019,,W,12,118.5,103.7,14.8,63.6,7.0,20.0,7.1,80.0,44.8,3.7,54.3,59.3,108.0,59.1
PHX,PHX @ MIN,11/23/2019,,W,12,72.0,100.0,-28.0,50.0,0.0,9.4,20.0,80.0,45.7,0.0,25.0,31.9,100.0,28.8
ATL,ATL vs. TOR,11/23/2019,,L,12,100.0,123.1,-23.1,70.0,1.75,18.9,26.7,53.8,39.3,15.4,50.0,51.1,104.0,29.6
DET,DET @ MIL,11/23/2019,,L,12,87.5,108.0,-20.5,75.0,1.0,18.2,25.0,60.0,44.4,25.0,47.5,50.3,98.0,34.6
SAS,SAS @ NYK,11/23/2019,,W,12,84.6,132.0,-47.4,62.5,0.71,15.2,18.2,85.7,56.0,26.9,56.3,56.4,102.0,29.9
LAL,LAL @ MEM,11/23/2019,,W,12,100.0,100.0,0.0,33.3,1.0,8.8,41.2,60.0,48.1,12.5,41.7,44.3,96.0,35.9
MEM,MEM vs. LAL,11/23/2019,,L,12,100.0,100.0,0.0,40.0,0.5,12.5,40.0,58.8,51.9,33.3,55.0,57.5,96.0,64.1
ORL,ORL @ IND,11/23/2019,,L,12,84.0,112.0,-28.0,33.3,0.6,9.7,25.0,75.0,45.0,20.0,45.2,47.0,100.0,31.7
UTA,UTA vs. NOP,11/23/2019,,W,12,111.1,118.5,-7.4,62.5,0.83,14.3,27.3,68.8,51.9,22.2,52.8,63.2,108.0,55.6
MIL,MIL vs. DET,11/23/2019,,W,12,108.0,87.5,20.5,63.6,1.75,18.4,40.0,75.0,55.6,16.0,51.9,51.9,98.0,65.4
MIA,MIA @ PHI,11/23/2019,,L,12,117.4,91.3,26.1,54.5,2.0,19.4,25.0,72.7,52.6,13.0,60.5,65.0,92.0,73.2
CHA,CHA vs. CHI,11/23/2019,,L,12,164.0,188.0,-24.0,60.0,2.25,25.7,33.3,36.4,35.7,16.0,91.7,91.5,100.0,53.3
NOP,NOP @ UTA,11/23/2019,,L,12,118.5,111.1,7.4,36.4,2.0,11.1,31.3,72.7,48.1,7.4,50.0,54.0,108.0,44.4
MIN,MIN vs. PHX,11/23/2019,,L,12,100.0,72.0,28.0,55.6,2.5,15.2,20.0,80.0,54.3,8.0,50.0,49.4,100.0,71.2
TOR,TOR @ ATL,11/23/2019,,W,12,123.1,100.0,23.1,55.6,1.25,13.5,46.2,73.3,60.7,15.4,45.2,57.1,104.0,70.4
NYK,NYK vs. SAS,11/23/2019,,L,12,132.0,84.6,47.4,81.8,0.0,25.0,14.3,81.8,44.0,0.0,56.0,59.7,102.0,70.1
POR,POR @ CLE,11/23/2019,,L,12,145.8,136.0,9.8,30.8,4.0,13.3,18.2,66.7,40.0,4.2,68.2,69.8,98.0,46.2
IND,IND vs. ORL,11/23/2019,,W,12,112.0,84.0,28.0,70.0,1.17,20.6,25.0,75.0,55.0,24.0,63.9,69.3,100.0,68.3
PHI,PHI vs. MIA,11/23/2019,,W,12,91.3,117.4,-26.1,100.0,1.17,21.2,27.3,75.0,47.4,26.1,47.2,53.1,92.0,26.8
CHI,CHI @ CHA,11/23/2019,,W,12,188.0,164.0,24.0,33.3,3.0,15.8,63.6,66.7,64.3,8.0,79.3,78.6,100.0,46.7
CLE,CLE vs. POR,11/23/2019,,W,12,136.0,145.8,-9.8,70.0,3.5,20.0,33.3,81.8,60.0,8.0,66.7,69.1,98.0,53.8
LAC,LAC vs. HOU,11/22/2019,,W,12,150.0,125.0,25.0,42.9,3.0,16.7,25.0,68.8,54.2,7.1,77.5,77.7,112.0,65.8
SAS,SAS @ PHI,11/22/2019,,L,12,100.0,116.7,-16.7,36.4,1.33,13.8,10.0,50.0,30.0,12.5,57.5,56.3,96.0,35.4
OKC,OKC vs. LAL,11/22/2019,,L,12,104.3,100.0,4.3,20.0,0.5,7.1,25.0,66.7,42.9,17.4,47.7,51.5,94.0,38.3
CHI,CHI vs. MIA,11/22/2019,,L,12,157.7,119.2,38.5,46.7,7.0,17.5,46.7,58.3,51.9,3.8,60.0,63.7,104.0,60.3
SAC,SAC @ BKN,11/22/2019,,L,12,103.8,111.1,-7.3,70.0,2.33,20.0,15.4,62.5,33.3,11.5,47.7,53.8,106.0,45.0
MIA,MIA @ CHI,11/22/2019,,W,12,119.2,157.7,-38.5,85.7,1.5,16.2,41.7,53.3,48.1,15.4,47.2,60.8,104.0,39.7
LAL,LAL @ OKC,11/22/2019,,W,12,100.0,104.3,-4.3,50.0,0.43,10.0,33.3,75.0,57.1,29.2,50.0,61.9,94.0,61.7
BOS,BOS @ DEN,11/22/2019,,L,12,134.6,96.3,38.3,53.8,1.4,20.6,20.0,66.7,55.0,19.2,77.8,81.3,106.0,67.0
UTA,UTA vs. GSW,11/22/2019,,W,12,82.1,137.0,-54.9,50.0,0.67,10.8,29.4,100.0,55.6,21.4,39.1,44.1,110.0,22.4
DET,DET vs. ATL,11/22/2019,,W,12,84.0,79.2,4.8,55.6,0.63,16.1,14.3,52.9,41.7,32.0,67.9,63.1,98.0,67.2
HOU,HOU @ LAC,11/22/2019,,L,12,125.0,150.0,-25.0,54.5,3.0,15.4,31.3,75.0,45.8,7.1,50.0,57.6,112.0,34.2
CLE,CLE @ DAL,11/22/2019,,L,12,115.4,128.0,-12.6,66.7,4.0,21.6,23.1,75.0,48.0,7.7,52.0,56.1,102.0,49.2
DAL,DAL vs. CLE,11/22/2019,,W,12,128.0,115.4,12.6,42.9,3.0,17.6,25.0,76.9,52.0,8.0,61.5,61.5,102.0,50.8
GSW,GSW @ UTA,11/22/2019,,L,12,137.0,82.1,54.9,60.0,4.5,25.0,0.0,70.6,44.4,7.4,72.0,72.7,110.0,77.6
ATL,ATL @ DET,11/22/2019,,L,12,79.2,84.0,-4.8,85.7,0.86,15.8,47.1,85.7,58.3,29.2,33.3,37.5,98.0,32.8
DEN,DEN vs. BOS,11/22/2019,,W,12,96.3,134.6,-38.3,87.5,1.4,17.9,33.3,80.0,45.0,18.5,40.5,50.3,106.0,33.0
PHI,PHI vs. SAS,11/22/2019,,W,12,116.7,100.0,16.7,77.8,1.17,19.4,50.0,90.0,70.0,25.0,58.3,62.5,96.0,64.6
WAS,WAS vs. CHA,11/22/2019,,W,12,125.0,78.6,46.4,75.0,4.5,23.7,10.0,100.0,57.1,7.1,64.3,68.9,112.0,84.8
BKN,BKN vs. SAC,11/22/2019,,W,12,111.1,103.8,7.3,30.0,0.43,9.1,37.5,84.6,66.7,25.9,64.7,68.7,106.0,55.0
CHA,CHA @ WAS,11/22/2019,,L,12,78.6,125.0,-46.4,44.4,0.5,12.5,0.0,90.0,42.9,28.6,55.0,55.0,112.0,15.2
POR,POR @ MIL,11/21/2019,,L,12,114.8,107.1,7.7,53.8,3.5,18.9,23.1,70.6,50.0,7.4,53.8,55.8,110.0,55.0
NOP,NOP @ PHX,11/21/2019,,W,12,116.0,108.0,8.0,75.0,1.5,25.0,22.2,90.9,60.0,24.0,70.0,68.0,100.0,51.4
MIL,MIL vs. POR,11/21/2019,,W,12,107.1,114.8,-7.7,72.7,2.67,19.5,29.4,76.9,50.0,10.7,48.1,51.4,110.0,45.0
PHX,PHX vs. NOP,11/21/2019,,L,12,108.0,116.0,-8.0,50.0,2.5,16.1,9.1,77.8,40.0,8.0,50.0,57.1,100.0,48.6
UTA,UTA @ MIN,11/20/2019,,W,12,120.0,108.0,12.0,80.0,8.0,22.9,14.3,84.6,48.1,4.0,56.3,59.2,100.0,55.6
CHI,CHI vs. DET,11/20/2019,,W,12,108.7,78.3,30.4,55.6,2.5,15.2,33.3,76.9,53.6,8.7,47.7,48.2,92.0,70.6
SAS,SAS @ WAS,11/20/2019,,L,12,121.4,132.1,-10.7,83.3,2.5,23.8,30.8,85.7,50.0,14.3,61.4,63.3,112.0,44.5
MIN,MIN vs. UTA,11/20/2019,,L,12,108.0,120.0,-12.0,40.0,2.0,12.9,15.4,85.7,51.9,8.0,54.3,54.5,100.0,44.4
DET,DET @ CHI,11/20/2019,,L,12,78.3,108.7,-30.4,60.0,0.6,10.3,23.1,66.7,46.4,21.7,34.4,44.1,92.0,29.4
DEN,DEN vs. HOU,11/20/2019,,W,12,85.2,84.6,0.6,80.0,1.0,19.0,43.8,90.9,63.0,29.6,43.8,43.2,106.0,51.9
MIA,MIA vs. CLE,11/20/2019,,W,12,108.7,100.0,8.7,57.1,1.0,12.5,35.7,90.9,60.0,17.4,47.6,53.9,92.0,51.7
CHA,CHA @ BKN,11/20/2019,,L,12,78.3,82.6,-4.3,60.0,1.0,10.3,20.0,57.1,37.9,13.0,30.0,39.8,92.0,34.1
TOR,TOR vs. ORL,11/20/2019,,W,12,130.8,116.0,14.8,61.5,4.0,18.6,56.3,100.0,75.0,7.7,48.2,53.2,102.0,54.8
BOS,BOS @ LAC,11/20/2019,,L,12,95.7,116.7,-21.0,66.7,1.0,17.6,38.5,61.5,50.0,26.1,50.0,50.0,94.0,31.8
DAL,DAL vs. GSW,11/20/2019,,W,12,152.0,125.0,27.0,64.3,4.5,26.5,0.0,71.4,47.6,8.0,85.7,86.8,98.0,61.9
WAS,WAS vs. SAS,11/20/2019,,W,12,132.1,121.4,10.7,76.9,1.67,25.6,14.3,69.2,50.0,21.4,77.5,81.7,112.0,55.5
LAC,LAC vs. BOS,11/20/2019,,W,12,116.7,95.7,21.0,80.0,2.67,22.2,38.5,61.5,50.0,12.5,54.3,56.5,94.0,68.2
ORL,ORL @ TOR,11/20/2019,,L,12,116.0,130.8,-14.8,81.8,4.5,26.5,0.0,43.8,25.0,8.0,60.0,61.6,102.0,45.2
HOU,HOU @ DEN,11/20/2019,,L,12,84.6,85.2,-0.6,66.7,0.67,12.9,9.1,56.3,37.0,23.1,47.1,52.5,106.0,48.1
NYK,NYK @ PHI,11/20/2019,,L,12,96.2,134.6,-38.5,62.5,1.0,14.3,30.8,66.7,48.0,19.2,50.0,53.1,104.0,25.0
BKN,BKN vs. CHA,11/20/2019,,W,12,82.6,78.3,4.3,40.0,0.33,6.5,42.9,80.0,62.1,26.1,33.3,44.1,92.0,65.9
CLE,CLE @ MIA,11/20/2019,,L,12,100.0,108.7,-8.7,50.0,1.67,17.2,9.1,64.3,40.0,13.0,54.8,54.8,92.0,48.3
MIL,MIL @ ATL,11/20/2019,,W,12,130.0,151.7,-21.7,53.8,1.0,17.1,33.3,66.7,50.0,23.3,78.6,75.5,118.0,39.1
GSW,GSW @ DAL,11/20/2019,,L,12,125.0,152.0,-27.0,50.0,6.0,17.6,28.6,100.0,52.4,4.2,54.0,56.1,98.0,38.1
ATL,ATL vs. MIL,11/20/2019,,L,12,151.7,130.0,21.7,53.8,3.5,17.5,33.3,66.7,50.0,6.9,65.2,71.2,118.0,60.9
PHI,PHI vs. NYK,11/20/2019,,W,12,134.6,96.2,38.5,63.6,2.33,18.9,33.3,69.2,52.0,11.5,61.9,65.5,104.0,75.0
PHX,PHX @ SAC,11/19/2019,,L,12,141.4,113.8,27.6,53.8,1.75,17.9,25.0,88.9,52.4,13.8,68.8,73.3,116.0,52.7
GSW,GSW @ MEM,11/19/2019,,W,12,134.8,100.0,34.8,63.6,1.4,20.0,50.0,81.8,66.7,21.7,68.4,70.2,92.0,66.3
POR,POR @ NOP,11/19/2019,,L,12,100.0,108.0,-8.0,50.0,1.0,14.7,28.6,72.7,48.0,20.0,52.1,52.1,100.0,38.3
SAC,SAC vs. PHX,11/19/2019,,W,12,113.8,141.4,-27.6,70.0,1.4,18.9,11.1,75.0,47.6,17.2,63.2,70.5,116.0,47.3
OKC,OKC @ LAL,11/19/2019,,L,12,95.2,90.5,4.8,83.3,1.67,18.5,10.0,56.3,38.5,14.3,40.6,52.4,84.0,69.2
MEM,MEM vs. GSW,11/19/2019,,L,12,100.0,134.8,-34.8,75.0,1.5,19.4,18.2,50.0,33.3,17.4,50.0,54.2,92.0,33.7
LAL,LAL vs. OKC,11/19/2019,,W,12,90.5,95.2,-4.8,37.5,1.0,9.7,43.8,90.0,61.5,14.3,41.3,39.8,84.0,30.8
NOP,NOP vs. POR,11/19/2019,,W,12,108.0,100.0,8.0,63.6,2.33,20.0,27.3,71.4,52.0,12.0,54.5,56.8,100.0,61.7
DAL,DAL vs. SAS,11/18/2019,,W,12,92.3,119.2,-26.9,37.5,0.6,9.4,25.0,60.0,44.4,19.2,44.7,51.3,104.0,37.8
IND,IND @ BKN,11/18/2019,,W,12,134.8,75.0,59.8,50.0,2.0,18.2,36.4,84.6,62.5,13.0,61.4,62.9,94.0,83.1
CLE,CLE @ NYK,11/18/2019,,L,12,141.7,116.0,25.7,25.0,1.0,10.0,25.0,66.7,45.8,12.5,68.2,69.0,98.0,54.9
BOS,BOS @ PHX,11/18/2019,,W,12,82.6,87.0,-4.3,62.5,5.0,17.2,7.1,66.7,34.6,4.3,43.2,43.2,92.0,47.1
SAS,SAS @ DAL,11/18/2019,,L,12,119.2,92.3,26.9,33.3,1.33,11.1,40.0,75.0,55.6,11.5,51.9,54.7,104.0,62.2
TOR,TOR vs. CHA,11/18/2019,,W,12,160.0,88.0,72.0,78.6,3.67,26.8,45.5,84.6,66.7,12.0,75.0,76.3,100.0,77.4
BKN,BKN vs. IND,11/18/2019,,L,12,75.0,134.8,-59.8,57.1,1.0,13.3,15.4,63.6,37.5,16.7,42.1,43.4,94.0,16.9
OKC,OKC @ LAC,11/18/2019,,L,12,109.1,109.1,0.0,75.0,2.0,19.4,30.0,60.0,48.0,13.6,50.0,58.1,88.0,55.8
MIN,MIN @ UTA,11/18/2019,,W,12,144.0,96.0,48.0,63.6,2.33,21.9,0.0,70.0,56.0,12.0,81.3,84.6,100.0,92.3
MIL,MIL @ CHI,11/18/2019,,W,12,134.8,87.0,47.8,40.0,1.33,13.3,27.3,64.7,50.0,13.0,57.9,63.8,92.0,78.9
POR,POR @ HOU,11/18/2019,,L,12,114.3,117.9,-3.6,45.5,1.25,12.2,42.1,72.7,53.3,14.3,46.3,50.3,112.0,39.8
LAC,LAC vs. OKC,11/18/2019,,W,12,109.1,109.1,0.0,80.0,2.0,22.2,40.0,70.0,52.0,18.2,50.0,49.3,88.0,44.2
NYK,NYK vs. CLE,11/18/2019,,W,12,116.0,141.7,-25.7,9.1,0.5,3.3,33.3,75.0,54.2,8.0,47.8,54.7,98.0,45.1
CHI,CHI vs. MIL,11/18/2019,,L,12,87.0,134.8,-47.8,85.7,2.0,17.1,35.3,72.7,50.0,13.0,37.5,40.2,92.0,21.1
HOU,HOU vs. POR,11/18/2019,,W,12,117.9,114.3,3.6,72.7,1.33,20.5,27.3,57.9,46.7,21.4,59.1,64.7,112.0,60.2
UTA,UTA vs. MIN,11/18/2019,,L,12,96.0,144.0,-48.0,28.6,2.0,6.1,30.0,100.0,44.0,4.0,28.8,38.9,100.0,7.7
PHX,PHX vs. BOS,11/18/2019,,L,12,87.0,82.6,4.3,75.0,0.86,18.2,33.3,92.9,65.4,30.4,50.0,50.0,92.0,52.9
CHA,CHA @ TOR,11/18/2019,,L,12,88.0,160.0,-72.0,85.7,1.5,18.2,15.4,54.5,33.3,16.0,44.7,48.8,100.0,22.6
GSW,GSW @ NOP,11/17/2019,,L,12,129.2,128.0,1.2,41.7,5.0,15.6,25.0,87.5,50.0,4.2,52.1,58.2,98.0,46.0
BOS,BOS @ SAC,11/17/2019,,L,12,114.3,138.1,-23.8,62.5,0.0,17.2,35.7,46.2,40.7,0.0,40.9,47.8,84.0,43.9
PHI,PHI @ CLE,11/17/2019,,W,12,79.2,108.3,-29.2,62.5,1.0,16.7,8.3,66.7,40.7,20.8,45.0,46.5,96.0,32.5
ATL,ATL @ LAL,11/17/2019,,L,12,100.0,108.3,-8.3,33.3,0.6,10.0,30.0,75.0,54.5,20.8,52.6,56.6,96.0,42.7
DEN,DEN @ MEM,11/17/2019,,W,12,88.5,136.0,-47.5,87.5,1.17,20.0,15.4,88.9,45.5,23.1,55.6,55.7,102.0,21.6
MEM,MEM vs. DEN,11/17/2019,,L,12,136.0,88.5,47.5,83.3,5.0,27.8,11.1,84.6,54.5,8.0,69.0,71.9,102.0,78.4
WAS,WAS @ ORL,11/17/2019,,L,12,176.0,142.3,33.7,68.8,5.5,29.7,14.3,60.0,41.2,8.0,91.3,92.1,102.0,58.0
NOP,NOP vs. GSW,11/17/2019,,W,12,128.0,129.2,-1.2,54.5,1.5,18.8,12.5,75.0,50.0,16.0,69.4,72.9,98.0,54.0
LAL,LAL vs. ATL,11/17/2019,,W,12,108.3,100.0,8.3,77.8,1.4,20.6,25.0,70.0,45.5,20.8,57.5,59.7,96.0,57.3
ORL,ORL vs. WAS,11/17/2019,,W,12,142.3,176.0,-33.7,40.0,1.33,12.1,40.0,85.7,58.8,11.5,60.0,70.7,102.0,42.0
SAC,SAC vs. BOS,11/17/2019,,W,12,138.1,114.3,23.8,36.4,1.33,12.5,53.8,64.3,59.3,14.3,56.5,58.6,84.0,56.1
CLE,CLE vs. PHI,11/17/2019,,L,12,108.3,79.2,29.2,50.0,5.0,15.2,33.3,91.7,59.3,4.2,44.0,48.6,96.0,67.5
HOU,HOU @ MIN,11/16/2019,,W,12,128.0,83.3,44.7,33.3,1.0,12.9,22.2,63.6,45.0,16.0,69.0,71.7,98.0,78.7
MIN,MIN vs. HOU,11/16/2019,,L,12,83.3,128.0,-44.7,28.6,0.25,6.7,36.4,77.8,55.0,33.3,47.1,50.9,98.0,21.3
SAS,SAS vs. POR,11/16/2019,,L,12,74.1,110.7,-36.6,57.1,1.0,12.5,6.7,55.6,33.3,14.8,35.7,41.5,110.0,24.7
MIA,MIA vs. NOP,11/16/2019,,W,12,134.8,126.1,8.7,50.0,1.4,21.9,33.3,90.0,68.8,21.7,77.5,77.5,92.0,57.4
NYK,NYK vs. CHA,11/16/2019,,L,12,118.2,133.3,-15.2,55.6,5.0,16.7,27.3,85.7,50.0,4.5,50.0,57.7,86.0,47.5
IND,IND vs. MIL,11/16/2019,,L,12,83.3,134.8,-51.4,50.0,2.0,11.4,35.0,69.2,48.5,8.3,33.3,35.3,94.0,26.0
CHI,CHI vs. BKN,11/16/2019,,L,12,117.9,153.6,-35.7,36.4,0.8,10.5,42.9,66.7,52.2,17.9,52.0,58.8,112.0,25.7
MIL,MIL @ IND,11/16/2019,,W,12,134.8,83.3,51.4,66.7,8.0,22.9,30.8,65.0,51.5,4.3,58.0,59.9,94.0,74.0
BKN,BKN @ CHI,11/16/2019,,W,12,153.6,117.9,35.7,54.5,2.0,16.2,33.3,57.1,47.8,10.7,66.7,78.9,112.0,74.3
NOP,NOP @ MIA,11/16/2019,,L,12,126.1,134.8,-8.7,80.0,4.0,25.0,10.0,66.7,31.3,8.7,70.0,69.4,92.0,42.6
LAC,LAC vs. ATL,11/16/2019,,W,12,158.3,79.2,79.2,69.2,1.8,24.3,44.4,66.7,59.3,20.8,83.3,83.5,96.0,94.3
ATL,ATL @ LAC,11/16/2019,,L,12,79.2,158.3,-79.2,20.0,0.33,3.2,33.3,55.6,40.7,12.5,27.5,37.6,96.0,5.7
DAL,DAL vs. TOR,11/16/2019,,W,12,118.5,92.6,25.9,50.0,2.0,12.1,16.7,85.7,53.8,7.4,44.7,61.4,108.0,65.0
TOR,TOR @ DAL,11/16/2019,,L,12,92.6,118.5,-25.9,77.8,1.17,19.4,14.3,83.3,46.2,22.2,52.3,53.6,108.0,35.0
POR,POR @ SAS,11/16/2019,,W,12,110.7,74.1,36.6,30.0,1.0,7.7,44.4,93.3,66.7,10.7,35.7,46.6,110.0,75.3
CHA,CHA @ NYK,11/16/2019,,W,12,133.3,118.2,15.2,60.0,2.0,21.4,14.3,72.7,50.0,14.3,67.6,72.9,86.0,52.5
SAC,SAC @ LAL,11/15/2019,,L,12,118.2,113.6,4.5,44.4,1.0,13.8,30.0,80.0,55.0,18.2,50.0,58.9,88.0,48.7
OKC,OKC vs. PHI,11/15/2019,,W,12,122.7,109.1,13.6,37.5,3.0,12.0,11.1,77.8,44.4,4.5,53.1,64.8,88.0,67.8
CHA,CHA vs. DET,11/15/2019,,W,12,123.8,109.5,14.3,36.4,2.0,12.9,46.2,66.7,54.5,9.5,54.2,54.2,84.0,53.2
BOS,BOS @ GSW,11/15/2019,,W,12,111.5,111.5,0.0,60.0,1.5,16.7,33.3,46.7,40.0,15.4,54.5,56.8,104.0,52.9
ORL,ORL vs. SAS,11/15/2019,,W,12,139.1,117.4,21.7,50.0,2.5,16.1,30.0,75.0,54.5,8.7,63.2,67.1,92.0,58.2
DET,DET @ CHA,11/15/2019,,L,12,109.5,123.8,-14.3,75.0,1.2,20.0,33.3,53.8,45.5,23.8,61.8,64.3,84.0,46.8
UTA,UTA @ MEM,11/15/2019,,L,12,112.5,120.0,-7.5,37.5,1.0,9.7,33.3,76.9,56.0,12.5,45.0,54.3,98.0,37.4
IND,IND @ HOU,11/15/2019,,L,12,100.0,134.8,-34.8,55.6,1.25,16.1,25.0,66.7,45.8,17.4,50.0,51.8,92.0,26.9
MEM,MEM vs. UTA,11/15/2019,,W,12,120.0,112.5,7.5,58.3,0.0,20.0,23.1,66.7,44.0,0.0,54.2,56.3,98.0,62.6
GSW,GSW vs. BOS,11/15/2019,,L,12,111.5,111.5,0.0,11.1,0.25,2.9,53.3,66.7,60.0,15.4,43.2,52.3,104.0,47.1
HOU,HOU vs. IND,11/15/2019,,W,12,134.8,100.0,34.8,12.5,0.0,3.6,33.3,75.0,54.2,0.0,47.5,59.3,92.0,73.1
LAL,LAL vs. SAC,11/15/2019,,W,12,113.6,118.2,-4.5,50.0,2.5,17.2,20.0,70.0,45.0,9.1,57.5,59.9,88.0,51.3
PHI,PHI @ OKC,11/15/2019,,L,12,109.1,122.7,-13.6,42.9,0.75,11.1,22.2,88.9,55.6,18.2,53.3,61.9,88.0,32.2
WAS,WAS @ MIN,11/15/2019,,W,12,134.6,88.9,45.7,85.7,6.0,28.6,33.3,86.7,63.0,7.7,59.6,63.0,106.0,73.6
MIN,MIN vs. WAS,11/15/2019,,L,12,88.9,134.6,-45.7,71.4,1.67,14.7,13.3,66.7,37.0,11.1,42.5,49.2,106.0,26.4
SAS,SAS @ ORL,11/15/2019,,L,12,117.4,139.1,-21.7,63.6,3.5,21.2,25.0,70.0,45.5,8.7,58.7,58.7,92.0,41.8
ATL,ATL @ PHX,11/14/2019,,L,12,84.6,92.3,-7.7,50.0,0.8,11.4,33.3,75.0,51.9,19.2,39.1,44.4,104.0,35.9
PHX,PHX vs. ATL,11/14/2019,,W,12,92.3,84.6,7.7,100.0,1.4,19.4,25.0,66.7,48.1,19.2,42.1,52.3,104.0,64.1
CLE,CLE vs. MIA,11/14/2019,,L,12,92.0,53.8,38.2,77.8,1.4,20.6,15.4,85.7,51.9,20.0,50.0,51.5,102.0,71.8
MIA,MIA @ CLE,11/14/2019,,W,12,53.8,92.0,-38.2,60.0,0.43,9.7,14.3,84.6,48.1,26.9,30.6,35.4,102.0,28.2
BKN,BKN @ DEN,11/14/2019,,L,12,60.9,95.7,-34.8,33.3,2.0,6.9,21.1,69.2,40.6,4.3,24.0,27.0,92.0,9.3
NYK,NYK vs. DAL,11/14/2019,,W,12,86.4,69.6,16.8,28.6,0.67,6.7,37.5,73.3,54.8,13.6,34.8,38.4,90.0,56.8
DAL,DAL @ NYK,11/14/2019,,L,12,69.6,86.4,-16.8,57.1,1.0,12.9,26.7,62.5,45.2,17.4,35.7,36.6,90.0,43.2
