index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
59,HOU,HOU @ CHA,2020-03-07,L,36,76,27,57,0.4736842105263158,12,32,0.375,10,14,0.7142857142857143,9,23,32,16,16,7,3,18,-6,0,CHA,82,28,54,0.5185185185185185,12,27,0.4444444444444444,14,17,0.8235294117647058,4,18,22,23,12,5,1,12,68.28925925925927,68.28925925925927,91.05234567901235,111.29129357146341,120.07744832710527,-9,2020-03-07,20,25.333333333333332
60,GSW,GSW vs. PHI,2020-03-07,W,36,82,32,62,0.5161290322580645,7,20,0.35,11,16,0.6875,7,19,26,22,6,3,1,14,-8,1,PHI,90,33,63,0.5238095238095238,9,25,0.36,15,17,0.8823529411764706,7,23,30,24,5,3,2,13,66.53384615384616,66.53384615384616,88.71179487179487,123.24554304344811,135.26949846232108,4,2020-03-07,20,27.333333333333332
61,DET,DET vs. UTA,2020-03-07,L,36,73,29,62,0.4677419354838709,6,22,0.2727272727272727,9,13,0.6923076923076923,6,21,27,18,10,3,2,12,-6,1,UTA,79,32,63,0.5079365079365079,8,29,0.27586206896551724,7,10,0.7,8,24,32,14,8,9,3,13,67.99382758620689,67.99382758620689,90.65843678160918,107.36268657246274,116.18701697567883,-6,2020-03-07,20,24.333333333333332
62,DEN,DEN @ CLE,2020-03-07,L,36,83,35,63,0.5555555555555556,10,25,0.4,3,8,0.375,5,18,23,22,14,10,0,15,-2,0,CLE,85,36,60,0.6,9,23,0.39130434782608703,4,6,0.6666666666666666,4,21,25,27,16,6,1,12,74.08468531468532,74.08468531468532,98.77958041958041,112.0339509406642,114.73356421634284,-2,2020-03-07,20,27.666666666666668
63,CLE,CLE vs. DEN,2020-03-07,W,36,85,36,60,0.6,9,23,0.39130434782608703,4,6,0.6666666666666666,4,21,25,27,16,6,1,12,2,1,DEN,83,35,63,0.5555555555555556,10,25,0.4,3,8,0.375,5,18,23,22,14,10,0,15,74.08468531468532,74.08468531468532,98.77958041958041,114.73356421634284,112.0339509406642,2,2020-03-07,20,28.333333333333332
64,CHA,CHA vs. HOU,2020-03-07,W,36,82,28,54,0.5185185185185185,12,27,0.4444444444444444,14,17,0.8235294117647058,4,18,22,23,12,5,1,12,6,1,HOU,76,27,57,0.4736842105263158,12,32,0.375,10,14,0.7142857142857143,9,23,32,16,16,7,3,18,68.28925925925927,68.28925925925927,91.05234567901235,120.07744832710527,111.29129357146341,9,2020-03-07,20,27.333333333333332
65,ATL,ATL @ MEM,2020-03-07,L,36,78,25,72,0.3472222222222222,9,36,0.25,19,22,0.8636363636363636,9,23,32,17,10,6,2,16,-15,0,MEM,93,36,70,0.5142857142857142,9,26,0.3461538461538461,12,19,0.631578947368421,11,34,45,24,12,7,4,13,79.05209302325582,79.05209302325582,105.40279069767442,98.6691142726021,117.6439439404102,-17,2020-03-07,20,26.0
66,WAS,WAS vs. ATL,2020-03-06,W,36,93,29,58,0.5,13,26,0.5,22,26,0.8461538461538461,6,23,29,19,14,7,3,14,18,1,ATL,75,31,62,0.5,9,24,0.375,4,8,0.5,4,22,26,15,16,7,3,18,76.01832010582012,76.01832010582012,101.3577601410935,122.33893076108599,98.66042803313387,6,2020-03-06,20,31.0
67,UTA,UTA @ BOS,2020-03-06,W,36,79,29,57,0.5087719298245614,15,32,0.46875,6,7,0.8571428571428571,4,24,28,21,14,6,5,12,13,0,BOS,66,27,71,0.38028169014084506,7,26,0.2692307692307692,5,8,0.625,9,22,31,13,11,2,4,7,70.77538461538461,70.77538461538461,94.36717948717947,111.62072863229284,93.25276062951049,5,2020-03-06,20,26.333333333333332
69,POR,POR @ PHX,2020-03-06,L,36,82,30,67,0.4477611940298508,7,21,0.3333333333333333,15,21,0.7142857142857143,8,25,33,18,12,5,6,13,-13,0,PHX,95,34,71,0.4788732394366197,15,33,0.4545454545454545,12,12,1.0,11,26,37,23,9,7,4,18,75.39388071895425,75.39388071895425,100.525174291939,108.76214252144862,126.00492121387342,-10,2020-03-06,20,27.333333333333332
70,PHX,PHX vs. POR,2020-03-06,W,36,95,34,71,0.4788732394366197,15,33,0.4545454545454545,12,12,1.0,11,26,37,23,9,7,4,18,13,1,POR,82,30,67,0.4477611940298508,7,21,0.3333333333333333,15,21,0.7142857142857143,8,25,33,18,12,5,6,13,75.39388071895425,75.39388071895425,100.525174291939,126.00492121387342,108.76214252144862,10,2020-03-06,20,31.666666666666668
71,ORL,ORL @ MIN,2020-03-06,W,36,102,40,68,0.5882352941176471,7,20,0.35,15,17,0.8823529411764706,5,31,36,24,6,4,4,13,19,0,MIN,83,35,73,0.4794520547945205,7,23,0.3043478260869565,6,9,0.6666666666666666,7,20,27,21,6,2,2,13,74.959,74.959,99.94533333333334,136.07438733174135,110.72719753465228,14,2020-03-06,20,34.0
72,OKC,OKC @ NYK,2020-03-06,W,36,95,34,71,0.4788732394366197,8,19,0.42105263157894735,19,24,0.7916666666666666,8,19,27,20,2,6,4,15,17,0,NYK,78,31,66,0.4696969696969697,1,13,0.07692307692307693,15,19,0.7894736842105263,10,27,37,13,10,2,7,17,72.11853201970442,72.11853201970442,96.15804269293922,131.72758421378273,108.15527967026371,23,2020-03-06,20,31.666666666666668
73,NYK,NYK vs. OKC,2020-03-06,L,36,78,31,66,0.4696969696969697,1,13,0.07692307692307693,15,19,0.7894736842105263,10,27,37,13,10,2,7,17,-17,1,OKC,95,34,71,0.4788732394366197,8,19,0.42105263157894735,19,24,0.7916666666666666,8,19,27,20,2,6,4,15,72.11853201970442,72.11853201970442,96.15804269293922,108.15527967026371,131.72758421378273,-23,2020-03-06,20,26.0
74,NOP,NOP vs. MIA,2020-03-06,W,36,89,32,75,0.4266666666666667,12,32,0.375,13,18,0.7222222222222222,12,32,44,25,11,4,3,19,15,1,MIA,74,26,65,0.4,4,24,0.16666666666666666,18,27,0.6666666666666666,7,27,34,18,12,7,8,16,79.67653846153846,79.67653846153846,106.2353846153846,111.70163980324293,92.87552073528063,6,2020-03-06,20,29.666666666666668
75,MIN,MIN vs. ORL,2020-03-06,L,36,83,35,73,0.4794520547945205,7,23,0.3043478260869565,6,9,0.6666666666666666,7,20,27,21,6,2,2,13,-19,1,ORL,102,40,68,0.5882352941176471,7,20,0.35,15,17,0.8823529411764706,5,31,36,24,6,4,4,13,74.959,74.959,99.94533333333334,110.72719753465228,136.07438733174135,-14,2020-03-06,20,27.666666666666668
76,MIL,MIL @ LAL,2020-03-06,L,36,76,29,68,0.4264705882352941,10,33,0.30303030303030304,8,10,0.8,5,29,34,17,18,7,0,23,-11,0,LAL,87,30,69,0.43478260869565216,6,26,0.2307692307692308,21,25,0.84,8,29,37,16,13,9,3,18,83.42026629570748,83.42026629570748,111.22702172760997,91.10495971158355,104.29120388036537,-10,2020-03-06,20,25.333333333333332
77,MIA,MIA @ NOP,2020-03-06,L,36,74,26,65,0.4,4,24,0.16666666666666666,18,27,0.6666666666666666,7,27,34,18,12,7,8,16,-15,0,NOP,89,32,75,0.4266666666666667,12,32,0.375,13,18,0.7222222222222222,12,32,44,25,11,4,3,19,79.67653846153846,79.67653846153846,106.2353846153846,92.87552073528063,111.70163980324293,-6,2020-03-06,20,24.666666666666668
79,LAL,LAL vs. MIL,2020-03-06,W,36,87,30,69,0.43478260869565216,6,26,0.2307692307692308,21,25,0.84,8,29,37,16,13,9,3,18,11,1,MIL,76,29,68,0.4264705882352941,10,33,0.30303030303030304,8,10,0.8,5,29,34,17,18,7,0,23,83.42026629570748,83.42026629570748,111.22702172760997,104.29120388036537,91.10495971158355,10,2020-03-06,20,29.0
80,IND,IND @ CHI,2020-03-06,W,36,89,33,63,0.5238095238095238,8,19,0.42105263157894735,15,22,0.6818181818181818,10,29,39,22,17,7,5,11,17,0,CHI,72,29,70,0.4142857142857143,6,27,0.2222222222222222,8,10,0.8,8,21,29,20,14,9,6,18,78.47987794245859,78.47987794245859,104.63983725661144,113.40486546787798,91.74326195154173,6,2020-03-06,20,29.666666666666668
82,CHI,CHI vs. IND,2020-03-06,L,36,72,29,70,0.4142857142857143,6,27,0.2222222222222222,8,10,0.8,8,21,29,20,14,9,6,18,-17,1,IND,89,33,63,0.5238095238095238,8,19,0.42105263157894735,15,22,0.6818181818181818,10,29,39,22,17,7,5,11,78.47987794245859,78.47987794245859,104.63983725661144,91.74326195154173,113.40486546787798,-6,2020-03-06,20,24.0
83,BOS,BOS vs. UTA,2020-03-06,L,36,66,27,71,0.38028169014084506,7,26,0.2692307692307692,5,8,0.625,9,22,31,13,11,2,4,7,-13,1,UTA,79,29,57,0.5087719298245614,15,32,0.46875,6,7,0.8571428571428571,4,24,28,21,14,6,5,12,70.77538461538461,70.77538461538461,94.36717948717947,93.25276062951049,111.62072863229284,-5,2020-03-06,20,22.0
85,ATL,ATL @ WAS,2020-03-06,L,36,75,31,62,0.5,9,24,0.375,4,8,0.5,4,22,26,15,16,7,3,18,-18,0,WAS,93,29,58,0.5,13,26,0.5,22,26,0.8461538461538461,6,23,29,19,14,7,3,14,76.01832010582012,76.01832010582012,101.3577601410935,98.66042803313387,122.33893076108599,-6,2020-03-06,20,25.0
86,TOR,TOR @ GSW,2020-03-05,W,36,89,31,65,0.476923076923077,10,33,0.30303030303030304,17,18,0.9444444444444444,3,28,31,22,9,5,3,17,1,0,GSW,88,32,77,0.4155844155844156,10,38,0.2631578947368421,14,16,0.875,10,27,37,27,9,2,3,13,78.64547368421053,78.64547368421053,104.86063157894736,113.16608042487806,111.8945514313401,8,2020-03-05,20,29.666666666666668
87,SAC,SAC vs. PHI,2020-03-05,L,36,80,32,60,0.5333333333333333,5,16,0.3125,11,16,0.6875,2,26,28,18,14,5,4,15,-16,1,PHI,96,37,73,0.5068493150684932,13,27,0.4814814814814815,9,11,0.8181818181818182,9,24,33,19,10,4,2,16,77.79512087912087,77.79512087912087,103.72682783882783,102.8342126035193,123.40105512422316,-17,2020-03-05,20,26.666666666666668
88,PHI,PHI @ SAC,2020-03-05,W,36,96,37,73,0.5068493150684932,13,27,0.4814814814814815,9,11,0.8181818181818182,9,24,33,19,10,4,2,16,16,0,SAC,80,32,60,0.5333333333333333,5,16,0.3125,11,16,0.6875,2,26,28,18,14,5,4,15,77.79512087912087,77.79512087912087,103.72682783882783,123.40105512422316,102.8342126035193,17,2020-03-05,20,32.0
91,GSW,GSW vs. TOR,2020-03-05,L,36,88,32,77,0.4155844155844156,10,38,0.2631578947368421,14,16,0.875,10,27,37,27,9,2,3,13,-1,1,TOR,89,31,65,0.476923076923077,10,33,0.30303030303030304,17,18,0.9444444444444444,3,28,31,22,9,5,3,17,78.64547368421053,78.64547368421053,104.86063157894736,111.8945514313401,113.16608042487806,-8,2020-03-05,20,29.333333333333332
92,DEN,DEN @ CHA,2020-03-05,W,36,80,31,64,0.484375,6,21,0.2857142857142857,12,13,0.9230769230769232,12,20,32,22,11,7,4,14,-2,0,CHA,82,28,58,0.4827586206896552,11,26,0.4230769230769231,15,18,0.8333333333333334,6,19,25,17,12,6,2,16,68.16196029776675,68.16196029776675,90.88261373035567,117.36751650116656,120.30170441369575,2,2020-03-05,20,26.666666666666668
93,CHA,CHA vs. DEN,2020-03-05,L,36,82,28,58,0.4827586206896552,11,26,0.4230769230769231,15,18,0.8333333333333334,6,19,25,17,12,6,2,16,2,1,DEN,80,31,64,0.484375,6,21,0.2857142857142857,12,13,0.9230769230769232,12,20,32,22,11,7,4,14,68.16196029776675,68.16196029776675,90.88261373035567,120.30170441369575,117.36751650116656,-2,2020-03-05,20,27.333333333333332
95,UTA,UTA @ NYK,2020-03-04,W,36,93,33,59,0.559322033898305,7,23,0.3043478260869565,20,25,0.8,4,27,31,20,9,4,4,11,15,0,NYK,78,32,67,0.4776119402985074,6,17,0.35294117647058826,8,10,0.8,8,22,30,17,9,3,0,14,72.58,72.58,96.77333333333333,128.1344723064205,107.4676219344172,8,2020-03-04,20,31.0
97,ORL,ORL @ MIA,2020-03-04,L,36,84,33,65,0.5076923076923077,9,23,0.39130434782608703,9,11,0.8181818181818182,4,23,27,20,10,6,4,11,-4,0,MIA,88,31,59,0.5254237288135594,17,32,0.53125,9,11,0.8181818181818182,4,23,27,23,12,7,5,13,72.64444444444445,72.64444444444445,96.85925925925926,115.63169164882228,121.13796267971857,-3,2020-03-04,20,28.0
98,OKC,OKC @ DET,2020-03-04,W,36,94,38,60,0.6333333333333333,9,20,0.45,9,14,0.6428571428571429,2,23,25,21,10,11,5,15,12,0,DET,82,30,63,0.4761904761904762,13,32,0.40625,9,15,0.6,8,20,28,19,14,6,4,16,73.67387096774193,73.67387096774193,98.23182795698924,127.58933223579069,111.30133237590252,7,2020-03-04,20,31.333333333333332
99,NYK,NYK vs. UTA,2020-03-04,L,36,78,32,67,0.4776119402985074,6,17,0.35294117647058826,8,10,0.8,8,22,30,17,9,3,0,14,-15,1,UTA,93,33,59,0.559322033898305,7,23,0.3043478260869565,20,25,0.8,4,27,31,20,9,4,4,11,72.58,72.58,96.77333333333333,107.4676219344172,128.1344723064205,-8,2020-03-04,20,26.0
100,NOP,NOP @ DAL,2020-03-04,L,36,85,34,76,0.4473684210526316,13,29,0.4482758620689655,4,8,0.5,8,25,33,21,10,7,3,13,-2,0,DAL,87,31,64,0.484375,17,38,0.4473684210526316,8,14,0.5714285714285714,3,28,31,22,13,4,12,13,79.01505952380953,79.01505952380953,105.3534126984127,107.57443013048295,110.10559319237667,0,2020-03-04,20,28.333333333333332
101,MIN,MIN vs. CHI,2020-03-04,W,36,88,30,63,0.4761904761904762,14,32,0.4375,14,21,0.6666666666666666,8,25,33,17,11,5,3,12,9,1,CHI,79,33,68,0.4852941176470588,8,21,0.3809523809523809,5,9,0.5555555555555556,6,26,32,19,9,6,4,13,73.72168880455408,73.72168880455408,98.29558507273876,119.36785690477005,107.15978063041858,7,2020-03-04,20,29.333333333333332
102,MIL,MIL vs. IND,2020-03-04,W,36,89,33,72,0.4583333333333333,11,34,0.3235294117647059,12,13,0.9230769230769232,6,34,40,20,13,6,3,9,10,1,IND,79,34,76,0.4473684210526316,6,20,0.3,5,7,0.7142857142857143,6,27,33,15,11,10,2,13,82.83586363636363,82.83586363636363,110.44781818181816,107.4413860048541,95.36932016161205,19,2020-03-04,20,29.666666666666668
103,MIA,MIA vs. ORL,2020-03-04,W,36,88,31,59,0.5254237288135594,17,32,0.53125,9,11,0.8181818181818182,4,23,27,23,12,7,5,13,4,1,ORL,84,33,65,0.5076923076923077,9,23,0.39130434782608703,9,11,0.8181818181818182,4,23,27,20,10,6,4,11,72.64444444444445,72.64444444444445,96.85925925925926,121.13796267971857,115.63169164882228,3,2020-03-04,20,29.333333333333332
105,IND,IND @ MIL,2020-03-04,L,36,79,34,76,0.4473684210526316,6,20,0.3,5,7,0.7142857142857143,6,27,33,15,11,10,2,13,-10,0,MIL,89,33,72,0.4583333333333333,11,34,0.3235294117647059,12,13,0.9230769230769232,6,34,40,20,13,6,3,9,82.83586363636363,82.83586363636363,110.44781818181816,95.36932016161205,107.4413860048541,-19,2020-03-04,20,26.333333333333332
106,DET,DET vs. OKC,2020-03-04,L,36,82,30,63,0.4761904761904762,13,32,0.40625,9,15,0.6,8,20,28,19,14,6,4,16,-12,1,OKC,94,38,60,0.6333333333333333,9,20,0.45,9,14,0.6428571428571429,2,23,25,21,10,11,5,15,73.67387096774193,73.67387096774193,98.23182795698924,111.30133237590252,127.58933223579069,-7,2020-03-04,20,27.333333333333332
107,DAL,DAL vs. NOP,2020-03-04,W,36,87,31,64,0.484375,17,38,0.4473684210526316,8,14,0.5714285714285714,3,28,31,22,13,4,12,13,2,1,NOP,85,34,76,0.4473684210526316,13,29,0.4482758620689655,4,8,0.5,8,25,33,21,10,7,3,13,79.01505952380953,79.01505952380953,105.3534126984127,110.10559319237667,107.57443013048295,0,2020-03-04,20,29.0
108,CLE,CLE vs. BOS,2020-03-04,L,36,77,29,65,0.4461538461538462,8,24,0.3333333333333333,11,15,0.7333333333333333,12,28,40,17,10,5,2,11,-4,1,BOS,81,30,69,0.43478260869565216,9,23,0.39130434782608703,12,15,0.8,10,26,36,15,7,9,5,15,69.9271052631579,69.9271052631579,93.23614035087719,110.11466828238427,115.8349107905601,-6,2020-03-04,20,25.666666666666668
109,CHI,CHI @ MIN,2020-03-04,L,36,79,33,68,0.4852941176470588,8,21,0.3809523809523809,5,9,0.5555555555555556,6,26,32,19,9,6,4,13,-9,0,MIN,88,30,63,0.4761904761904762,14,32,0.4375,14,21,0.6666666666666666,8,25,33,17,11,5,3,12,73.72168880455408,73.72168880455408,98.29558507273876,107.15978063041858,119.36785690477005,-7,2020-03-04,20,26.333333333333332
110,BOS,BOS @ CLE,2020-03-04,W,36,81,30,69,0.43478260869565216,9,23,0.39130434782608703,12,15,0.8,10,26,36,15,7,9,5,15,4,0,CLE,77,29,65,0.4461538461538462,8,24,0.3333333333333333,11,15,0.7333333333333333,12,28,40,17,10,5,2,11,69.9271052631579,69.9271052631579,93.23614035087719,115.8349107905601,110.11466828238427,6,2020-03-04,20,27.0
112,WAS,WAS @ SAC,2020-03-03,L,36,95,31,61,0.5081967213114754,12,27,0.4444444444444444,21,24,0.875,2,21,23,21,9,7,5,13,0,0,SAC,95,39,71,0.5492957746478874,8,22,0.3636363636363637,9,10,0.9,8,27,35,17,12,8,2,18,77.4703448275862,77.4703448275862,103.29379310344827,122.62756827974219,122.62756827974219,-7,2020-03-03,20,31.666666666666668
113,TOR,TOR @ PHX,2020-03-03,W,36,87,30,63,0.4761904761904762,9,25,0.36,18,23,0.7826086956521741,7,25,32,11,13,7,4,18,1,0,PHX,86,30,64,0.46875,12,31,0.3870967741935484,14,17,0.8235294117647058,6,20,26,23,15,5,5,15,77.40213261648745,77.40213261648745,103.20284348864993,112.400003797141,111.10804973050719,9,2020-03-03,20,29.0
114,SAS,SAS @ CHA,2020-03-03,W,36,77,28,63,0.4444444444444444,9,28,0.32142857142857145,12,14,0.8571428571428571,5,21,26,20,8,11,4,13,1,0,CHA,76,28,65,0.4307692307692308,9,25,0.36,11,14,0.7857142857142857,13,28,41,18,15,4,1,13,70.69420231729055,70.69420231729055,94.25893642305405,108.91982295013062,107.50527979493411,1,2020-03-03,20,25.666666666666668
115,SAC,SAC vs. WAS,2020-03-03,W,36,95,39,71,0.5492957746478874,8,22,0.3636363636363637,9,10,0.9,8,27,35,17,12,8,2,18,0,1,WAS,95,31,61,0.5081967213114754,12,27,0.4444444444444444,21,24,0.875,2,21,23,21,9,7,5,13,77.4703448275862,77.4703448275862,103.29379310344827,122.62756827974219,122.62756827974219,7,2020-03-03,20,31.666666666666668
116,PHX,PHX vs. TOR,2020-03-03,L,36,86,30,64,0.46875,12,31,0.3870967741935484,14,17,0.8235294117647058,6,20,26,23,15,5,5,15,-1,1,TOR,87,30,63,0.4761904761904762,9,25,0.36,18,23,0.7826086956521741,7,25,32,11,13,7,4,18,77.40213261648745,77.40213261648745,103.20284348864993,111.10804973050719,112.400003797141,-9,2020-03-03,20,28.666666666666668
117,PHI,PHI @ LAL,2020-03-03,L,36,80,30,69,0.43478260869565216,11,31,0.3548387096774194,9,12,0.75,9,22,31,18,10,7,1,15,-16,0,LAL,96,36,67,0.5373134328358209,10,22,0.4545454545454545,14,17,0.8235294117647058,9,27,36,17,9,7,6,13,73.26875,73.26875,97.69166666666666,109.18706815661521,131.02448178793824,-13,2020-03-03,20,26.666666666666668
118,OKC,OKC vs. LAC,2020-03-03,L,36,70,27,62,0.4354838709677419,6,19,0.3157894736842105,10,18,0.5555555555555556,6,24,30,12,11,6,4,14,-19,1,LAC,89,34,66,0.5151515151515151,10,28,0.35714285714285715,11,15,0.7333333333333333,3,28,31,16,8,7,1,16,74.8933660130719,74.8933660130719,99.85782135076252,93.46622234575783,118.83562555389209,-15,2020-03-03,20,23.333333333333332
119,NOP,NOP vs. MIN,2020-03-03,L,36,111,43,75,0.5733333333333334,12,28,0.42857142857142855,13,21,0.6190476190476191,8,24,32,31,14,12,2,12,2,1,MIN,109,42,73,0.5753424657534246,12,27,0.4444444444444444,13,16,0.8125,7,21,28,22,15,10,2,17,87.43224137931036,87.43224137931036,116.57632183908046,126.95545516035077,124.66796948178589,-5,2020-03-03,20,37.0
120,MIN,MIN @ NOP,2020-03-03,W,36,109,42,73,0.5753424657534246,12,27,0.4444444444444444,13,16,0.8125,7,21,28,22,15,10,2,17,-2,0,NOP,111,43,75,0.5733333333333334,12,28,0.42857142857142855,13,21,0.6190476190476191,8,24,32,31,14,12,2,12,87.43224137931036,87.43224137931036,116.57632183908046,124.66796948178589,126.95545516035077,5,2020-03-03,20,36.333333333333336
121,LAL,LAL vs. PHI,2020-03-03,W,36,96,36,67,0.5373134328358209,10,22,0.4545454545454545,14,17,0.8235294117647058,9,27,36,17,9,7,6,13,16,1,PHI,80,30,69,0.43478260869565216,11,31,0.3548387096774194,9,12,0.75,9,22,31,18,10,7,1,15,73.26875,73.26875,97.69166666666666,131.02448178793824,109.18706815661521,13,2020-03-03,20,32.0
122,LAC,LAC @ OKC,2020-03-03,W,36,89,34,66,0.5151515151515151,10,28,0.35714285714285715,11,15,0.7333333333333333,3,28,31,16,8,7,1,16,19,0,OKC,70,27,62,0.4354838709677419,6,19,0.3157894736842105,10,18,0.5555555555555556,6,24,30,12,11,6,4,14,74.8933660130719,74.8933660130719,99.85782135076252,118.83562555389209,93.46622234575783,15,2020-03-03,20,29.666666666666668
123,GSW,GSW @ DEN,2020-03-03,W,36,82,30,65,0.4615384615384616,15,36,0.4166666666666667,7,9,0.7777777777777778,4,23,27,22,9,5,2,19,1,0,DEN,81,31,67,0.4626865671641791,3,15,0.2,16,23,0.6956521739130435,14,27,41,18,9,5,5,15,71.69630340017437,71.69630340017437,95.5950712002325,114.37130801892998,112.97653596991863,16,2020-03-03,20,27.333333333333332
124,DEN,DEN vs. GSW,2020-03-03,L,36,81,31,67,0.4626865671641791,3,15,0.2,16,23,0.6956521739130435,14,27,41,18,9,5,5,15,-1,1,GSW,82,30,65,0.4615384615384616,15,36,0.4166666666666667,7,9,0.7777777777777778,4,23,27,22,9,5,2,19,71.69630340017437,71.69630340017437,95.5950712002325,112.97653596991863,114.37130801892998,-16,2020-03-03,20,27.0
125,CHA,CHA vs. SAS,2020-03-03,L,36,76,28,65,0.4307692307692308,9,25,0.36,11,14,0.7857142857142857,13,28,41,18,15,4,1,13,-1,1,SAS,77,28,63,0.4444444444444444,9,28,0.32142857142857145,12,14,0.8571428571428571,5,21,26,20,8,11,4,13,70.69420231729055,70.69420231729055,94.25893642305405,107.50527979493411,108.91982295013062,-1,2020-03-03,20,25.333333333333332
126,BOS,BOS vs. BKN,2020-03-03,L,36,84,33,76,0.4342105263157895,12,36,0.3333333333333333,6,9,0.6666666666666666,11,25,36,19,10,8,6,16,17,1,BKN,67,24,67,0.3582089552238806,8,34,0.2352941176470588,11,15,0.7333333333333333,11,29,40,13,17,4,5,13,76.44431944444445,76.44431944444445,101.92575925925925,109.88390060957585,87.64549215287597,0,2020-03-03,20,28.0
127,BKN,BKN @ BOS,2020-03-03,W,36,67,24,67,0.3582089552238806,8,34,0.2352941176470588,11,15,0.7333333333333333,11,29,40,13,17,4,5,13,-17,0,BOS,84,33,76,0.4342105263157895,12,36,0.3333333333333333,6,9,0.6666666666666666,11,25,36,19,10,8,6,16,76.44431944444445,76.44431944444445,101.92575925925925,87.64549215287597,109.88390060957585,0,2020-03-03,20,22.333333333333332
128,UTA,UTA @ CLE,2020-03-02,W,36,94,36,66,0.5454545454545454,14,33,0.42424242424242425,8,10,0.8,7,32,39,22,10,2,4,14,12,0,CLE,82,29,64,0.453125,13,29,0.4482758620689655,11,16,0.6875,3,21,24,22,5,6,0,12,72.08250000000001,72.08250000000001,96.11000000000001,130.4061318627961,113.75854056116255,13,2020-03-02,20,31.333333333333332
129,SAS,SAS vs. IND,2020-03-02,L,36,84,30,59,0.5084745762711864,10,21,0.4761904761904762,14,17,0.8235294117647058,3,22,25,15,11,6,3,12,-8,1,IND,92,32,59,0.5423728813559322,15,28,0.5357142857142857,13,14,0.9285714285714286,1,26,27,19,11,7,2,16,73.96695652173912,73.96695652173912,98.62260869565216,113.56422374268182,124.37986409912772,-5,2020-03-02,20,28.0
130,POR,POR @ ORL,2020-03-02,W,36,92,34,67,0.5074626865671642,11,23,0.4782608695652174,13,13,1.0,6,32,38,19,9,3,3,16,4,0,ORL,88,31,75,0.4133333333333333,13,35,0.37142857142857133,13,14,0.9285714285714286,8,22,30,27,3,3,2,9,73.90878571428571,73.90878571428571,98.54504761904761,124.4777587818189,119.06568231304418,23,2020-03-02,20,30.666666666666668
131,ORL,ORL vs. POR,2020-03-02,L,36,88,31,75,0.4133333333333333,13,35,0.37142857142857133,13,14,0.9285714285714286,8,22,30,27,3,3,2,9,-4,1,POR,92,34,67,0.5074626865671642,11,23,0.4782608695652174,13,13,1.0,6,32,38,19,9,3,3,16,73.90878571428571,73.90878571428571,98.54504761904761,119.06568231304418,124.4777587818189,-23,2020-03-02,20,29.333333333333332
132,NYK,NYK vs. HOU,2020-03-02,W,36,101,40,74,0.5405405405405406,10,23,0.43478260869565216,11,16,0.6875,12,35,47,24,15,4,4,14,10,1,HOU,91,28,71,0.39436619718309857,15,45,0.3333333333333333,20,21,0.9523809523809524,7,18,25,20,9,9,2,12,80.78983333333333,80.78983333333333,107.71977777777778,125.01573011455649,112.63793505370931,2,2020-03-02,20,33.666666666666664
133,MIL,MIL @ MIA,2020-03-02,L,36,70,28,65,0.4307692307692308,5,25,0.2,9,15,0.6,5,31,36,16,10,4,5,13,-11,0,MIA,81,28,66,0.42424242424242425,17,33,0.5151515151515151,8,11,0.7272727272727273,4,30,34,21,8,2,2,13,74.54871428571428,74.54871428571428,99.3982857142857,93.89833301714508,108.65378534841072,-16,2020-03-02,20,23.333333333333332
134,MIA,MIA vs. MIL,2020-03-02,W,36,81,28,66,0.42424242424242425,17,33,0.5151515151515151,8,11,0.7272727272727273,4,30,34,21,8,2,2,13,11,1,MIL,70,28,65,0.4307692307692308,5,25,0.2,9,15,0.6,5,31,36,16,10,4,5,13,74.54871428571428,74.54871428571428,99.3982857142857,108.65378534841072,93.89833301714508,16,2020-03-02,20,27.0
136,IND,IND @ SAS,2020-03-02,W,36,92,32,59,0.5423728813559322,15,28,0.5357142857142857,13,14,0.9285714285714286,1,26,27,19,11,7,2,16,8,0,SAS,84,30,59,0.5084745762711864,10,21,0.4761904761904762,14,17,0.8235294117647058,3,22,25,15,11,6,3,12,73.96695652173912,73.96695652173912,98.62260869565216,124.37986409912772,113.56422374268182,5,2020-03-02,20,30.666666666666668
137,HOU,HOU @ NYK,2020-03-02,L,36,91,28,71,0.39436619718309857,15,45,0.3333333333333333,20,21,0.9523809523809524,7,18,25,20,9,9,2,12,-10,0,NYK,101,40,74,0.5405405405405406,10,23,0.43478260869565216,11,16,0.6875,12,35,47,24,15,4,4,14,80.78983333333333,80.78983333333333,107.71977777777778,112.63793505370931,125.01573011455649,-2,2020-03-02,20,30.333333333333332
