Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
DEN,DEN @ DAL,03/11/2020,,L,12,35,14,22,63.6,5,8,62.5,2,3,66.7,2,11,13,8,2,0,2,3,8
DAL,DAL vs. DEN,03/11/2020,,W,12,27,10,25,40.0,3,12,25.0,4,4,100.0,2,6,8,7,1,0,0,5,-8
CHA,CHA @ MIA,03/11/2020,,W,12,28,9,18,50.0,3,4,75.0,7,8,87.5,3,9,12,6,4,2,1,1,2
MIA,MIA vs. CHA,03/11/2020,,L,12,26,12,26,46.2,2,12,16.7,0,0,0.0,5,5,10,10,2,1,0,4,-2
NYK,NYK @ ATL,03/11/2020,,W,12,29,11,20,55.0,2,5,40.0,5,6,83.3,2,6,8,9,5,5,6,4,1
DET,DET @ PHI,03/11/2020,,L,12,29,10,22,45.5,4,12,33.3,5,9,55.6,3,5,8,9,3,5,1,7,0
PHI,PHI vs. DET,03/11/2020,,W,12,29,8,18,44.4,4,7,57.1,9,10,90.0,4,9,13,6,5,3,0,5,0
ATL,ATL vs. NYK,03/11/2020,,L,12,28,11,25,44.0,2,7,28.6,4,5,80.0,6,7,13,5,5,3,0,5,-1
GSW,GSW vs. LAC,03/10/2020,,L,12,29,10,20,50.0,2,9,22.2,7,8,87.5,2,5,7,7,2,0,0,2,-6
IND,IND vs. BOS,03/10/2020,,L,12,30,13,20,65.0,1,3,33.3,3,4,75.0,2,6,8,8,5,0,2,7,-5
PHX,PHX @ POR,03/10/2020,,L,12,25,10,23,43.5,3,9,33.3,2,3,66.7,4,10,14,8,5,2,3,6,-3
DAL,DAL @ SAS,03/10/2020,,L,12,26,10,21,47.6,4,10,40.0,2,2,100.0,3,7,10,5,6,2,0,4,-3
CHI,CHI vs. CLE,03/10/2020,,W,12,24,10,22,45.5,4,8,50.0,0,0,0.0,2,10,12,7,7,2,2,8,-2
WAS,WAS vs. NYK,03/10/2020,,W,12,33,11,22,50.0,4,15,26.7,7,7,100.0,2,8,10,6,5,5,2,5,16
CLE,CLE @ CHI,03/10/2020,,L,12,26,11,23,47.8,0,4,0.0,4,5,80.0,2,9,11,7,3,2,1,3,2
POR,POR vs. PHX,03/10/2020,,W,12,28,10,22,45.5,3,8,37.5,5,6,83.3,2,8,10,4,2,3,1,4,3
SAS,SAS vs. DAL,03/10/2020,,W,12,29,11,22,50.0,5,9,55.6,2,2,100.0,1,7,8,8,3,4,1,4,3
BOS,BOS @ IND,03/10/2020,,W,12,35,13,24,54.2,4,8,50.0,5,6,83.3,2,5,7,9,1,4,1,4,5
LAC,LAC @ GSW,03/10/2020,,W,12,35,13,23,56.5,6,14,42.9,3,3,100.0,4,6,10,9,4,2,0,6,6
HOU,HOU vs. MIN,03/10/2020,,W,12,31,9,15,60.0,1,4,25.0,12,16,75.0,1,5,6,4,6,6,1,4,7
BKN,BKN @ LAL,03/10/2020,,W,12,31,12,20,60.0,5,9,55.6,2,3,66.7,1,9,10,10,4,2,1,4,9
ORL,ORL @ MEM,03/10/2020,,W,12,35,13,23,56.5,3,9,33.3,6,8,75.0,2,9,11,9,2,0,0,5,12
MIN,MIN @ HOU,03/10/2020,,L,12,24,9,17,52.9,4,8,50.0,2,2,100.0,1,7,8,2,11,3,0,12,-7
LAL,LAL vs. BKN,03/10/2020,,L,12,22,9,20,45.0,4,11,36.4,0,2,0.0,3,6,9,4,4,2,1,3,-9
MEM,MEM vs. ORL,03/10/2020,,L,12,23,9,20,45.0,1,7,14.3,4,6,66.7,2,8,10,4,5,1,0,8,-12
NYK,NYK @ WAS,03/10/2020,,L,12,17,7,19,36.8,0,2,0.0,3,3,100.0,3,7,10,4,10,3,0,6,-16
DEN,DEN vs. MIL,03/09/2020,,W,12,14,6,23,26.1,2,9,22.2,0,0,0.0,1,13,14,4,6,4,3,3,-3
CHA,CHA @ ATL,03/09/2020,,L,12,31,8,20,40.0,1,7,14.3,14,14,100.0,1,7,8,2,0,2,1,4,-1
MIL,MIL @ DEN,03/09/2020,,L,12,17,7,25,28.0,2,12,16.7,1,2,50.0,4,15,19,4,5,2,1,4,3
UTA,UTA vs. TOR,03/09/2020,,L,12,19,7,20,35.0,3,10,30.0,2,2,100.0,0,9,9,6,2,3,2,5,0
TOR,TOR @ UTA,03/09/2020,,W,12,19,7,24,29.2,2,10,20.0,3,3,100.0,5,12,17,5,4,1,0,4,0
ATL,ATL vs. CHA,03/09/2020,,W,12,32,13,25,52.0,4,9,44.4,2,6,33.3,5,8,13,7,3,0,1,10,1
WAS,WAS vs. MIA,03/08/2020,,L,12,18,4,16,25.0,3,9,33.3,7,7,100.0,1,8,9,2,4,1,1,5,3
TOR,TOR @ SAC,03/08/2020,,W,12,27,8,19,42.1,4,10,40.0,7,8,87.5,0,9,9,6,4,4,1,8,3
NYK,NYK vs. DET,03/08/2020,,W,12,23,10,22,45.5,1,3,33.3,2,4,50.0,5,6,11,2,3,2,0,6,-1
BKN,BKN vs. CHI,03/08/2020,,W,12,19,7,14,50.0,2,7,28.6,3,4,75.0,0,12,12,5,9,0,2,6,-1
IND,IND @ DAL,03/08/2020,,W,12,31,13,27,48.1,2,4,50.0,3,4,75.0,4,10,14,4,1,3,0,6,-1
ORL,ORL @ HOU,03/08/2020,,W,12,34,12,18,66.7,4,7,57.1,6,9,66.7,0,9,9,6,4,3,0,5,4
CHI,CHI @ BKN,03/08/2020,,L,12,20,7,21,33.3,0,7,0.0,6,11,54.5,2,7,9,2,1,6,1,5,1
BOS,BOS vs. OKC,03/08/2020,,L,12,21,8,22,36.4,3,12,25.0,2,4,50.0,3,7,10,3,6,2,0,8,-10
DAL,DAL vs. IND,03/08/2020,,L,12,32,12,22,54.5,5,13,38.5,3,5,60.0,1,9,10,6,4,1,2,3,1
NOP,NOP @ MIN,03/08/2020,,W,12,27,10,26,38.5,4,12,33.3,3,3,100.0,4,11,15,7,6,2,2,0,6
MIA,MIA @ WAS,03/08/2020,,W,12,15,6,17,35.3,1,7,14.3,2,2,100.0,1,10,11,4,4,1,2,8,-3
SAC,SAC vs. TOR,03/08/2020,,L,12,24,8,19,42.1,2,8,25.0,6,6,100.0,1,11,12,4,5,2,1,5,-3
DET,DET @ NYK,03/08/2020,,L,12,24,7,15,46.7,4,9,44.4,6,8,75.0,0,5,5,5,5,2,2,3,1
LAC,LAC vs. LAL,03/08/2020,,L,12,28,9,21,42.9,3,9,33.3,7,10,70.0,5,6,11,4,5,0,1,6,-8
SAS,SAS @ CLE,03/08/2020,,L,12,41,15,26,57.7,4,6,66.7,7,7,100.0,3,10,13,7,1,5,3,2,14
OKC,OKC @ BOS,03/08/2020,,W,12,31,10,18,55.6,2,4,50.0,9,13,69.2,0,10,10,3,4,5,1,5,10
CLE,CLE vs. SAS,03/08/2020,,W,12,27,10,21,47.6,6,11,54.5,1,2,50.0,1,8,9,8,6,1,0,5,-14
HOU,HOU vs. ORL,03/08/2020,,L,12,30,12,24,50.0,2,7,28.6,4,4,100.0,3,7,10,7,4,4,2,6,-4
MIN,MIN vs. NOP,03/08/2020,,L,12,21,10,26,38.5,1,8,12.5,0,1,0.0,4,11,15,4,7,4,0,3,-6
MIL,MIL @ PHX,03/08/2020,,L,12,32,14,25,56.0,2,7,28.6,2,3,66.7,5,11,16,5,4,1,0,6,7
LAL,LAL @ LAC,03/08/2020,,W,12,36,13,24,54.2,6,13,46.2,4,5,80.0,2,8,10,10,3,4,2,8,8
PHX,PHX vs. MIL,03/08/2020,,W,12,25,9,20,45.0,4,11,36.4,3,5,60.0,1,7,8,7,4,2,1,7,-7
CHA,CHA vs. HOU,03/07/2020,,W,12,25,7,15,46.7,4,9,44.4,7,7,100.0,3,4,7,6,5,0,1,3,-8
DET,DET vs. UTA,03/07/2020,,L,12,34,12,22,54.5,3,7,42.9,7,9,77.8,2,10,12,7,3,2,1,6,10
MEM,MEM vs. ATL,03/07/2020,,W,12,27,10,21,47.6,4,10,40.0,3,6,50.0,2,10,12,9,6,2,1,5,-6
UTA,UTA @ DET,03/07/2020,,W,12,24,9,22,40.9,3,11,27.3,3,4,75.0,3,6,9,4,3,3,1,9,-10
POR,POR vs. SAC,03/07/2020,,L,12,26,8,21,38.1,2,7,28.6,8,10,80.0,1,12,13,5,2,2,1,5,3
GSW,GSW vs. PHI,03/07/2020,,W,12,27,11,20,55.0,3,7,42.9,2,4,50.0,3,4,7,9,1,0,0,4,-6
DEN,DEN @ CLE,03/07/2020,,L,12,22,10,20,50.0,1,4,25.0,1,4,25.0,2,4,6,7,6,5,0,7,-5
HOU,HOU @ CHA,03/07/2020,,L,12,33,13,26,50.0,5,13,38.5,2,3,66.7,7,5,12,7,1,4,0,6,8
CLE,CLE vs. DEN,03/07/2020,,W,12,27,11,19,57.9,3,9,33.3,2,3,66.7,3,8,11,8,9,3,1,6,5
PHI,PHI @ GSW,03/07/2020,,L,12,33,13,21,61.9,3,9,33.3,4,5,80.0,4,7,11,10,1,0,1,4,6
ATL,ATL @ MEM,03/07/2020,,L,12,33,11,25,44.0,3,12,25.0,8,10,80.0,2,8,10,6,2,3,1,5,6
SAC,SAC @ POR,03/07/2020,,W,12,23,6,21,28.6,5,11,45.5,6,7,85.7,3,11,14,4,4,1,0,8,-3
LAL,LAL vs. MIL,03/06/2020,,W,12,39,14,23,60.9,3,5,60.0,8,9,88.9,2,9,11,6,3,1,0,7,11
IND,IND @ CHI,03/06/2020,,W,12,27,10,25,40.0,1,7,14.3,6,7,85.7,6,6,12,5,4,1,4,3,1
WAS,WAS vs. ATL,03/06/2020,,W,12,29,8,20,40.0,4,6,66.7,9,12,75.0,4,10,14,7,4,2,0,4,11
MIL,MIL @ LAL,03/06/2020,,L,12,28,11,23,47.8,3,10,30.0,3,4,75.0,2,6,8,6,5,1,0,9,-11
ORL,ORL @ MIN,03/06/2020,,W,12,37,14,25,56.0,0,6,0.0,9,11,81.8,4,11,15,11,1,3,1,3,9
MEM,MEM @ DAL,03/06/2020,,L,12,16,7,20,35.0,1,7,14.3,1,2,50.0,0,6,6,5,4,1,1,6,-18
ATL,ATL @ WAS,03/06/2020,,L,12,18,8,21,38.1,2,10,20.0,0,2,0.0,2,9,11,6,5,2,1,9,-11
BKN,BKN vs. SAS,03/06/2020,,W,12,45,15,22,68.2,5,8,62.5,10,12,83.3,2,9,11,10,2,0,0,7,4
OKC,OKC @ NYK,03/06/2020,,W,12,34,13,26,50.0,4,8,50.0,4,4,100.0,1,4,5,11,1,5,1,5,4
PHX,PHX vs. POR,03/06/2020,,W,12,28,9,21,42.9,4,12,33.3,6,6,100.0,3,8,11,7,4,7,2,6,4
NOP,NOP vs. MIA,03/06/2020,,W,12,24,8,27,29.6,5,12,41.7,3,3,100.0,3,13,16,7,3,1,2,6,1
DAL,DAL vs. MEM,03/06/2020,,W,12,34,12,21,57.1,5,10,50.0,5,6,83.3,3,12,15,9,2,4,1,3,18
NYK,NYK vs. OKC,03/06/2020,,L,12,30,11,20,55.0,1,5,20.0,7,8,87.5,4,9,13,4,6,1,3,5,-4
POR,POR @ PHX,03/06/2020,,L,12,24,9,21,42.9,1,5,20.0,5,7,71.4,4,9,13,4,8,1,1,6,-4
UTA,UTA @ BOS,03/06/2020,,W,12,17,6,19,31.6,2,11,18.2,3,4,75.0,3,8,11,5,6,3,3,5,0
SAS,SAS @ BKN,03/06/2020,,L,12,41,14,24,58.3,3,9,33.3,10,10,100.0,1,5,6,7,1,0,2,6,-4
BOS,BOS vs. UTA,03/06/2020,,L,12,17,6,25,24.0,2,11,18.2,3,4,75.0,5,8,13,2,6,1,3,4,0
CHI,CHI vs. IND,03/06/2020,,L,12,26,11,23,47.8,2,4,50.0,2,2,100.0,4,7,11,7,6,2,3,5,-1
MIA,MIA @ NOP,03/06/2020,,L,12,23,8,25,32.0,1,8,12.5,6,8,75.0,3,12,15,7,1,2,4,5,-1
MIN,MIN vs. ORL,03/06/2020,,L,12,28,12,25,48.0,3,10,30.0,1,2,50.0,2,6,8,8,3,0,2,7,-9
CHA,CHA vs. DEN,03/05/2020,,L,12,31,10,20,50.0,4,9,44.4,7,8,87.5,2,9,11,7,3,2,0,6,11
SAC,SAC vs. PHI,03/05/2020,,L,12,27,10,20,50.0,3,8,37.5,4,4,100.0,0,8,8,6,4,1,1,7,-6
TOR,TOR @ GSW,03/05/2020,,W,12,27,9,21,42.9,3,12,25.0,6,7,85.7,1,8,9,5,4,3,1,6,-6
PHI,PHI @ SAC,03/05/2020,,W,12,33,13,26,50.0,4,8,50.0,3,4,75.0,4,9,13,6,3,1,1,7,6
GSW,GSW vs. TOR,03/05/2020,,L,12,33,12,25,48.0,5,13,38.5,4,5,80.0,3,9,12,11,5,1,1,5,6
HOU,HOU vs. LAC,03/05/2020,,L,12,21,6,26,23.1,1,12,8.3,8,12,66.7,7,13,20,2,5,3,2,11,-2
DEN,DEN @ CHA,03/05/2020,,W,12,20,6,19,31.6,2,8,25.0,6,6,100.0,4,8,12,4,5,2,3,6,-11
LAC,LAC @ HOU,03/05/2020,,W,12,23,6,20,30.0,0,10,0.0,11,17,64.7,4,12,16,1,3,1,1,6,2
NYK,NYK vs. UTA,03/04/2020,,L,12,24,11,25,44.0,2,5,40.0,0,0,0.0,4,7,11,3,4,2,0,6,-5
MIL,MIL vs. IND,03/04/2020,,W,12,31,10,22,45.5,6,14,42.9,5,5,100.0,0,11,11,7,5,4,1,3,8
MEM,MEM @ BKN,03/04/2020,,W,12,30,12,24,50.0,3,6,50.0,3,4,75.0,3,14,17,7,3,1,1,3,10
OKC,OKC @ DET,03/04/2020,,W,12,25,9,18,50.0,1,6,16.7,6,10,60.0,2,13,15,3,5,3,2,4,7
CLE,CLE vs. BOS,03/04/2020,,L,12,25,12,24,50.0,1,7,14.3,0,0,0.0,7,8,15,5,4,2,0,5,2
POR,POR vs. WAS,03/04/2020,,W,12,28,10,21,47.6,3,6,50.0,5,5,100.0,1,12,13,4,4,2,2,6,10
ORL,ORL @ MIA,03/04/2020,,L,12,29,12,23,52.2,3,6,50.0,2,2,100.0,2,8,10,6,3,2,1,6,1
DET,DET vs. OKC,03/04/2020,,L,12,18,8,24,33.3,2,10,20.0,0,2,0.0,2,9,11,4,3,2,1,8,-7
NOP,NOP @ DAL,03/04/2020,,L,12,30,12,24,50.0,5,10,50.0,1,3,33.3,1,9,10,8,1,2,0,5,0
DAL,DAL vs. NOP,03/04/2020,,W,12,30,11,22,50.0,5,13,38.5,3,7,42.9,2,9,11,8,2,0,1,4,0
MIA,MIA vs. ORL,03/04/2020,,W,12,28,9,18,50.0,4,9,44.4,6,7,85.7,1,8,9,8,3,2,2,4,-1
IND,IND @ MIL,03/04/2020,,L,12,23,11,25,44.0,0,5,0.0,1,1,100.0,2,10,12,4,6,4,0,6,-8
CHI,CHI @ MIN,03/04/2020,,L,12,21,7,21,33.3,3,8,37.5,4,6,66.7,1,8,9,5,3,3,3,5,-12
BOS,BOS @ CLE,03/04/2020,,W,12,23,8,18,44.4,0,4,0.0,7,8,87.5,2,5,7,4,3,4,2,3,-2
WAS,WAS @ POR,03/04/2020,,L,12,18,7,29,24.1,2,6,33.3,2,4,50.0,7,8,15,5,3,1,1,5,-10
UTA,UTA @ NYK,03/04/2020,,W,12,29,10,17,58.8,0,5,0.0,9,11,81.8,1,10,11,6,4,2,1,2,5
MIN,MIN vs. CHI,03/04/2020,,W,12,33,10,19,52.6,6,9,66.7,7,7,100.0,0,11,11,7,4,1,2,5,12
BKN,BKN vs. MEM,03/04/2020,,L,12,20,9,26,34.6,2,11,18.2,0,1,0.0,4,7,11,5,2,1,2,5,-10
OKC,OKC vs. LAC,03/03/2020,,L,12,23,8,19,42.1,1,8,12.5,6,9,66.7,0,9,9,5,3,1,1,5,-7
SAS,SAS @ CHA,03/03/2020,,W,12,28,10,22,45.5,2,9,22.2,6,6,100.0,1,9,10,5,2,5,1,4,10
GSW,GSW @ DEN,03/03/2020,,W,12,33,13,26,50.0,5,13,38.5,2,3,66.7,3,8,11,8,1,2,1,5,10
SAC,SAC vs. WAS,03/03/2020,,W,12,19,8,20,40.0,0,5,0.0,3,4,75.0,3,7,10,2,9,1,0,9,-27
MIN,MIN @ NOP,03/03/2020,,W,12,37,14,26,53.8,5,11,45.5,4,5,80.0,2,3,5,7,4,4,0,8,-6
PHX,PHX vs. TOR,03/03/2020,,L,12,18,5,19,26.3,2,9,22.2,6,8,75.0,2,9,11,2,6,0,2,3,-8
TOR,TOR @ PHX,03/03/2020,,W,12,26,9,19,47.4,5,9,55.6,3,4,75.0,1,11,12,4,4,5,3,8,8
PHI,PHI @ LAL,03/03/2020,,L,12,26,9,21,42.9,4,10,40.0,4,4,100.0,1,6,7,7,3,5,1,4,-5
LAC,LAC @ OKC,03/03/2020,,W,12,30,11,23,47.8,4,10,40.0,4,5,80.0,0,11,11,5,2,1,0,6,7
CHA,CHA vs. SAS,03/03/2020,,L,12,18,6,19,31.6,2,6,33.3,4,6,66.7,4,10,14,4,7,2,0,5,-10
BKN,BKN @ BOS,03/03/2020,,W,12,24,8,25,32.0,4,16,25.0,4,4,100.0,4,8,12,4,4,2,0,4,-4
NOP,NOP vs. MIN,03/03/2020,,L,12,43,15,20,75.0,5,8,62.5,8,13,61.5,1,9,10,14,6,3,1,4,6
DEN,DEN vs. GSW,03/03/2020,,L,12,23,9,19,47.4,1,3,33.3,4,7,57.1,2,6,8,4,2,1,1,5,-10
LAL,LAL vs. PHI,03/03/2020,,W,12,31,12,22,54.5,4,9,44.4,3,4,75.0,3,10,13,4,5,2,3,5,5
BOS,BOS vs. BKN,03/03/2020,,L,12,28,11,21,52.4,4,9,44.4,2,3,66.7,1,8,9,6,5,3,2,3,4
WAS,WAS @ SAC,03/03/2020,,L,12,46,13,21,61.9,9,16,56.3,11,13,84.6,0,8,8,11,1,6,3,6,27
CLE,CLE vs. UTA,03/02/2020,,L,12,31,10,21,47.6,5,10,50.0,6,9,66.7,1,6,7,8,0,2,0,4,-4
CHI,CHI vs. DAL,03/02/2020,,W,12,33,13,18,72.2,2,6,33.3,5,7,71.4,1,8,9,5,5,3,3,5,16
IND,IND @ SAS,03/02/2020,,W,12,26,9,17,52.9,3,7,42.9,5,5,100.0,0,10,10,5,6,0,1,5,-1
HOU,HOU @ NYK,03/02/2020,,L,12,28,9,24,37.5,6,17,35.3,4,5,80.0,0,6,6,7,0,3,0,6,0
NYK,NYK vs. HOU,03/02/2020,,W,12,28,12,22,54.5,1,6,16.7,3,7,42.9,4,16,20,7,6,0,0,4,0
POR,POR @ ORL,03/02/2020,,W,12,23,7,18,38.9,3,8,37.5,6,6,100.0,3,10,13,3,7,1,1,8,-7
SAS,SAS vs. IND,03/02/2020,,L,12,27,11,23,47.8,1,5,20.0,4,6,66.7,2,5,7,3,1,4,1,4,1
UTA,UTA @ CLE,03/02/2020,,W,12,35,12,21,57.1,7,13,53.8,4,4,100.0,2,11,13,9,3,0,2,7,4
MIL,MIL @ MIA,03/02/2020,,L,12,18,8,20,40.0,0,5,0.0,2,5,40.0,3,8,11,4,2,1,0,3,-10
ORL,ORL vs. POR,03/02/2020,,L,12,30,11,24,45.8,3,10,30.0,5,6,83.3,3,5,8,10,1,2,1,4,7
ATL,ATL vs. MEM,03/02/2020,,L,12,19,7,26,26.9,2,12,16.7,3,3,100.0,3,5,8,3,3,2,3,7,-13
MIA,MIA vs. MIL,03/02/2020,,W,12,28,10,22,45.5,6,13,46.2,2,2,100.0,3,10,13,7,1,0,2,4,10
DAL,DAL @ CHI,03/02/2020,,L,12,17,6,18,33.3,1,7,14.3,4,5,80.0,1,4,5,3,7,2,0,6,-16
MEM,MEM @ ATL,03/02/2020,,W,12,32,12,21,57.1,1,3,33.3,7,10,70.0,3,15,18,8,5,3,3,4,13
PHI,PHI @ LAC,03/01/2020,,L,12,24,9,25,36.0,3,13,23.1,3,5,60.0,4,6,10,5,3,3,0,7,-14
GSW,GSW vs. WAS,03/01/2020,,L,12,19,6,22,27.3,1,6,16.7,6,7,85.7,6,11,17,5,8,1,3,7,-12
MIN,MIN vs. DAL,03/01/2020,,L,12,21,9,26,34.6,3,9,33.3,0,0,0.0,2,12,14,5,3,3,0,4,3
MIL,MIL @ CHA,03/01/2020,,W,12,25,10,24,41.7,2,7,28.6,3,4,75.0,2,12,14,9,1,2,2,4,0
LAL,LAL @ NOP,03/01/2020,,W,12,30,11,22,50.0,4,10,40.0,4,4,100.0,1,8,9,8,5,1,3,8,-4
CHA,CHA vs. MIL,03/01/2020,,L,12,25,9,24,37.5,3,10,30.0,4,5,80.0,4,12,16,6,2,1,2,3,0
DEN,DEN vs. TOR,03/01/2020,,W,12,27,10,21,47.6,3,9,33.3,4,7,57.1,4,6,10,7,3,1,0,7,0
TOR,TOR @ DEN,03/01/2020,,L,12,27,8,17,47.1,1,7,14.3,10,11,90.9,1,7,8,6,4,1,1,6,0
LAC,LAC vs. PHI,03/01/2020,,W,12,38,12,18,66.7,5,7,71.4,9,12,75.0,1,10,11,8,3,2,2,5,14
WAS,WAS @ GSW,03/01/2020,,W,12,31,10,23,43.5,3,7,42.9,8,10,80.0,2,8,10,6,1,3,2,4,12
SAC,SAC vs. DET,03/01/2020,,W,12,26,10,22,45.5,3,11,27.3,3,3,100.0,2,7,9,5,2,3,1,4,7
DET,DET @ SAC,03/01/2020,,L,12,19,7,17,41.2,4,11,36.4,1,2,50.0,0,9,9,3,5,2,1,4,-7
NOP,NOP vs. LAL,03/01/2020,,L,12,34,10,21,47.6,3,7,42.9,11,11,100.0,2,9,11,7,5,3,0,5,4
DAL,DAL @ MIN,03/01/2020,,W,12,18,7,20,35.0,1,12,8.3,3,5,60.0,1,13,14,5,5,2,2,3,-3
MEM,MEM vs. LAL,02/29/2020,,W,12,28,11,23,47.8,2,7,28.6,4,6,66.7,4,9,13,8,1,3,1,3,8
NYK,NYK vs. CHI,02/29/2020,,W,12,23,7,18,38.9,1,5,20.0,8,14,57.1,3,7,10,3,3,2,1,4,-10
ORL,ORL @ SAS,02/29/2020,,L,12,28,10,19,52.6,3,11,27.3,5,11,45.5,3,10,13,7,5,2,0,5,4
BOS,BOS vs. HOU,02/29/2020,,L,12,22,7,21,33.3,2,7,28.6,6,8,75.0,4,5,9,5,3,2,0,3,-14
POR,POR @ ATL,02/29/2020,,L,12,34,12,22,54.5,2,8,25.0,8,12,66.7,3,7,10,4,4,3,0,10,-10
SAS,SAS vs. ORL,02/29/2020,,W,12,24,8,18,44.4,3,6,50.0,5,6,83.3,0,5,5,5,5,3,0,7,-4
HOU,HOU @ BOS,02/29/2020,,W,12,36,13,22,59.1,7,15,46.7,3,4,75.0,2,8,10,8,2,3,3,5,14
CLE,CLE vs. IND,02/29/2020,,L,12,28,12,22,54.5,1,5,20.0,3,4,75.0,1,8,9,9,7,5,0,4,-2
CHI,CHI @ NYK,02/29/2020,,L,12,33,12,22,54.5,5,11,45.5,4,4,100.0,2,9,11,10,3,3,0,7,10
MIA,MIA vs. BKN,02/29/2020,,W,12,34,12,24,50.0,5,7,71.4,5,6,83.3,4,9,13,8,1,0,0,6,3
LAL,LAL @ MEM,02/29/2020,,L,12,20,9,21,42.9,2,8,25.0,0,1,0.0,3,7,10,6,5,0,1,6,-8
BKN,BKN @ MIA,02/29/2020,,L,12,31,11,22,50.0,4,8,50.0,5,7,71.4,3,7,10,8,1,0,1,6,-3
PHX,PHX vs. GSW,02/29/2020,,L,12,16,6,21,28.6,2,7,28.6,2,2,100.0,2,10,12,4,8,1,4,5,-15
GSW,GSW @ PHX,02/29/2020,,W,12,31,12,30,40.0,4,11,36.4,3,4,75.0,7,11,18,7,2,4,3,2,15
IND,IND @ CLE,02/29/2020,,W,12,30,12,22,54.5,3,8,37.5,3,4,75.0,2,6,8,10,5,3,3,3,2
ATL,ATL vs. POR,02/29/2020,,W,12,44,16,22,72.7,5,10,50.0,7,10,70.0,1,8,9,12,5,1,1,6,10
DEN,DEN @ LAC,02/28/2020,,L,12,23,8,16,50.0,2,5,40.0,5,8,62.5,1,6,7,5,6,2,1,6,-9
MIL,MIL vs. OKC,02/28/2020,,W,12,37,13,25,52.0,8,16,50.0,3,4,75.0,2,12,14,8,4,2,2,5,15
PHX,PHX vs. DET,02/28/2020,,L,12,26,8,13,61.5,3,6,50.0,7,9,77.8,0,7,7,4,7,2,2,3,-6
LAC,LAC vs. DEN,02/28/2020,,W,12,32,9,18,50.0,5,9,55.6,9,10,90.0,3,8,11,5,3,1,0,8,9
OKC,OKC @ MIL,02/28/2020,,L,12,22,10,24,41.7,1,6,16.7,1,2,50.0,1,8,9,4,4,2,0,4,-15
DAL,DAL @ MIA,02/28/2020,,L,12,38,13,20,65.0,7,13,53.8,5,6,83.3,1,7,8,8,3,0,1,6,13
ORL,ORL vs. MIN,02/28/2020,,W,12,34,12,22,54.5,4,11,36.4,6,6,100.0,3,12,15,9,5,0,1,7,3
SAC,SAC @ MEM,02/28/2020,,W,12,31,12,19,63.2,3,9,33.3,4,5,80.0,1,8,9,7,5,2,2,5,3
CLE,CLE @ NOP,02/28/2020,,L,12,28,12,26,46.2,3,9,33.3,1,2,50.0,4,4,8,6,4,3,0,3,3
BKN,BKN @ ATL,02/28/2020,,L,12,36,13,24,54.2,5,10,50.0,5,9,55.6,3,8,11,8,4,1,3,5,-4
MIN,MIN @ ORL,02/28/2020,,L,12,31,12,25,48.0,3,11,27.3,4,8,50.0,2,6,8,6,4,4,0,5,-3
MIA,MIA vs. DAL,02/28/2020,,W,12,25,8,15,53.3,2,6,33.3,7,9,77.8,0,5,5,5,5,3,0,6,-13
CHA,CHA @ TOR,02/28/2020,,W,12,21,8,19,42.1,4,8,50.0,1,3,33.3,4,8,12,7,5,2,1,4,-4
TOR,TOR vs. CHA,02/28/2020,,L,12,25,10,23,43.5,1,8,12.5,4,6,66.7,5,6,11,6,2,4,0,4,4
NOP,NOP vs. CLE,02/28/2020,,W,12,25,11,18,61.1,1,2,50.0,2,2,100.0,2,7,9,8,7,4,4,6,-3
ATL,ATL vs. BKN,02/28/2020,,W,12,40,13,22,59.1,8,11,72.7,6,10,60.0,3,7,10,11,4,2,1,7,4
WAS,WAS @ UTA,02/28/2020,,L,12,21,7,23,30.4,2,10,20.0,5,7,71.4,5,7,12,2,5,2,1,6,-11
UTA,UTA vs. WAS,02/28/2020,,W,12,32,11,23,47.8,3,6,50.0,7,12,58.3,6,11,17,5,2,3,3,5,11
MEM,MEM vs. SAC,02/28/2020,,L,12,28,10,22,45.5,3,7,42.9,5,6,83.3,2,6,8,8,3,4,0,4,-3
DET,DET @ PHX,02/28/2020,,W,12,32,13,25,52.0,4,9,44.4,2,3,66.7,3,5,8,8,2,5,0,7,6
OKC,OKC vs. SAC,02/27/2020,,W,12,31,11,18,61.1,1,5,20.0,8,8,100.0,1,8,9,6,2,1,2,6,10
PHI,PHI vs. NYK,02/27/2020,,W,12,26,11,22,50.0,2,5,40.0,2,2,100.0,4,5,9,9,1,0,0,2,-7
GSW,GSW vs. LAL,02/27/2020,,L,12,17,6,19,31.6,3,8,37.5,2,2,100.0,1,5,6,5,8,0,1,6,-23
POR,POR @ IND,02/27/2020,,L,12,26,11,24,45.8,3,11,27.3,1,1,100.0,2,8,10,6,5,1,3,8,-11
NYK,NYK @ PHI,02/27/2020,,L,12,33,13,21,61.9,6,9,66.7,1,2,50.0,2,7,9,9,1,1,1,2,7
LAL,LAL @ GSW,02/27/2020,,W,12,40,16,24,66.7,3,6,50.0,5,6,83.3,2,8,10,9,2,4,3,5,23
SAC,SAC @ OKC,02/27/2020,,L,12,21,8,21,38.1,3,6,50.0,2,2,100.0,2,5,7,5,5,1,0,10,-10
