Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
WAS,WAS @ MIN,11/15/2019,,W,12,37,14,27,51.9,2,9,22.2,7,8,87.5,3,5,8,10,2,2,0,5,-6
MIN,MIN vs. WAS,11/15/2019,,L,12,43,16,26,61.5,4,9,44.4,7,9,77.8,4,10,14,11,3,2,2,6,6
OKC,OKC vs. PHI,11/15/2019,,W,12,30,10,18,55.6,3,7,42.9,7,10,70.0,3,8,11,7,3,3,1,5,10
ORL,ORL vs. SAS,11/15/2019,,W,12,23,7,28,25.0,3,9,33.3,6,7,85.7,7,10,17,7,2,0,2,1,-2
DAL,DAL @ NYK,11/14/2019,,L,12,30,10,22,45.5,1,10,10.0,9,11,81.8,3,11,14,7,2,2,1,7,-1
CHI,CHI @ MIL,11/14/2019,,L,12,34,12,25,48.0,6,14,42.9,4,4,100.0,1,10,11,8,3,1,0,7,-1
MIA,MIA @ CLE,11/14/2019,,W,12,34,11,17,64.7,5,8,62.5,7,7,100.0,0,13,13,9,6,0,1,6,12
MIL,MIL vs. CHI,11/14/2019,,W,12,35,14,24,58.3,1,7,14.3,6,10,60.0,2,10,12,9,3,2,1,4,1
NYK,NYK vs. DAL,11/14/2019,,W,12,31,10,25,40.0,5,8,62.5,6,7,85.7,4,9,13,8,3,1,0,9,1
ATL,ATL @ PHX,11/14/2019,,L,12,28,10,25,40.0,2,8,25.0,6,9,66.7,6,9,15,5,4,3,2,7,-8
CLE,CLE vs. MIA,11/14/2019,,L,12,22,9,26,34.6,1,9,11.1,3,5,60.0,5,6,11,4,4,4,0,8,-12
NOP,NOP vs. LAC,11/14/2019,,W,12,38,14,28,50.0,7,12,58.3,3,4,75.0,4,12,16,5,1,1,2,8,14
DEN,DEN vs. BKN,11/14/2019,,W,12,21,9,26,34.6,1,6,16.7,2,4,50.0,3,10,13,6,0,2,1,2,-5
PHX,PHX vs. ATL,11/14/2019,,W,12,36,12,22,54.5,6,11,54.5,6,7,85.7,0,10,10,8,3,0,0,7,8
BKN,BKN @ DEN,11/14/2019,,L,12,26,11,23,47.8,3,8,37.5,1,3,33.3,1,15,16,6,2,0,1,3,5
LAC,LAC @ NOP,11/14/2019,,L,12,24,6,17,35.3,2,8,25.0,10,14,71.4,0,10,10,4,4,0,2,6,-14
CHA,CHA vs. MEM,11/13/2019,,L,12,35,10,19,52.6,3,8,37.5,12,14,85.7,3,5,8,4,3,2,0,4,-2
POR,POR vs. TOR,11/13/2019,,L,12,23,9,26,34.6,3,12,25.0,2,3,66.7,3,9,12,7,2,0,2,7,-8
WAS,WAS @ BOS,11/13/2019,,L,12,32,13,30,43.3,2,6,33.3,4,4,100.0,4,6,10,7,2,5,0,7,-2
ORL,ORL vs. PHI,11/13/2019,,W,12,22,6,20,30.0,2,8,25.0,8,9,88.9,3,11,14,5,5,2,0,5,-1
GSW,GSW @ LAL,11/13/2019,,L,12,29,11,23,47.8,3,7,42.9,4,6,66.7,2,4,6,7,3,4,1,2,0
LAL,LAL vs. GSW,11/13/2019,,W,12,29,13,23,56.5,1,4,25.0,2,3,66.7,5,10,15,9,8,1,1,3,0
PHI,PHI @ ORL,11/13/2019,,L,12,23,10,22,45.5,3,9,33.3,0,0,0.0,0,10,10,9,3,3,2,7,1
MEM,MEM @ CHA,11/13/2019,,W,12,37,14,22,63.6,8,14,57.1,1,2,50.0,2,5,7,10,5,2,0,8,2
BOS,BOS vs. WAS,11/13/2019,,W,12,34,9,17,52.9,4,8,50.0,12,12,100.0,1,12,13,5,6,1,2,5,2
LAC,LAC @ HOU,11/13/2019,,L,12,22,10,27,37.0,0,7,0.0,2,2,100.0,3,10,13,3,2,1,1,3,4
MIN,MIN vs. SAS,11/13/2019,,W,12,40,13,27,48.1,6,10,60.0,8,10,80.0,5,10,15,8,1,2,1,5,5
TOR,TOR @ POR,11/13/2019,,W,12,31,9,23,39.1,4,10,40.0,9,9,100.0,4,12,16,4,2,0,2,4,8
SAS,SAS @ MIN,11/13/2019,,L,12,35,14,24,58.3,1,2,50.0,6,7,85.7,1,9,10,5,2,0,2,5,-5
HOU,HOU vs. LAC,11/13/2019,,W,12,18,7,20,35.0,4,14,28.6,0,2,0.0,2,13,15,4,4,1,1,4,-4
DET,DET @ MIA,11/12/2019,,L,12,20,6,21,28.6,4,13,30.8,4,7,57.1,1,6,7,5,2,3,2,3,-11
NYK,NYK @ CHI,11/12/2019,,L,12,32,13,25,52.0,3,7,42.9,3,4,75.0,2,7,9,10,3,4,0,9,2
PHX,PHX vs. LAL,11/12/2019,,L,12,29,10,18,55.6,3,5,60.0,6,9,66.7,0,9,9,7,3,0,0,6,-5
CHI,CHI vs. NYK,11/12/2019,,W,12,30,9,17,52.9,6,9,66.7,6,11,54.5,0,7,7,5,5,0,1,5,-2
MIA,MIA vs. DET,11/12/2019,,W,12,31,11,19,57.9,6,10,60.0,3,4,75.0,2,13,15,10,5,1,1,8,11
OKC,OKC @ IND,11/12/2019,,L,12,17,5,22,22.7,1,6,16.7,6,6,100.0,4,9,13,2,4,4,1,2,-4
PHI,PHI vs. CLE,11/12/2019,,W,12,30,13,26,50.0,2,8,25.0,2,3,66.7,4,8,12,9,1,1,1,5,3
IND,IND vs. OKC,11/12/2019,,W,12,21,9,25,36.0,1,6,16.7,2,2,100.0,4,11,15,3,6,1,1,6,4
CLE,CLE @ PHI,11/12/2019,,L,12,27,9,21,42.9,2,5,40.0,7,7,100.0,2,9,11,3,2,1,0,5,-3
UTA,UTA vs. BKN,11/12/2019,,W,12,24,9,23,39.1,0,7,0.0,6,9,66.7,2,7,9,2,4,1,0,8,-9
POR,POR @ SAC,11/12/2019,,L,12,25,9,21,42.9,2,9,22.2,5,7,71.4,0,11,11,2,3,1,3,3,0
ATL,ATL @ DEN,11/12/2019,,W,12,38,15,22,68.2,7,11,63.6,1,1,100.0,0,13,13,12,3,0,4,7,18
BKN,BKN @ UTA,11/12/2019,,L,12,33,10,19,52.6,0,6,0.0,13,14,92.9,2,11,13,2,4,1,3,8,9
DEN,DEN vs. ATL,11/12/2019,,L,12,20,7,25,28.0,0,7,0.0,6,7,85.7,2,7,9,3,0,2,0,4,-18
SAC,SAC vs. POR,11/12/2019,,W,12,25,9,23,39.1,2,7,28.6,5,6,83.3,2,12,14,4,4,1,1,7,0
LAL,LAL @ PHX,11/12/2019,,W,12,34,15,24,62.5,3,5,60.0,1,3,33.3,1,8,9,11,2,1,1,7,5
MIN,MIN @ DET,11/11/2019,,W,12,25,9,20,45.0,1,6,16.7,6,8,75.0,3,9,12,7,6,3,1,8,0
GSW,GSW vs. UTA,11/11/2019,,L,12,24,12,25,48.0,0,6,0.0,0,0,0.0,2,10,12,6,2,0,0,4,-11
SAS,SAS vs. MEM,11/11/2019,,L,12,32,14,23,60.9,1,4,25.0,3,4,75.0,3,13,16,9,7,1,1,4,10
BOS,BOS vs. DAL,11/11/2019,,W,12,29,11,22,50.0,2,8,25.0,5,7,71.4,4,7,11,7,5,2,1,6,-4
UTA,UTA @ GSW,11/11/2019,,W,12,35,12,23,52.2,7,12,58.3,4,4,100.0,1,9,10,9,0,0,1,1,11
MEM,MEM @ SAS,11/11/2019,,W,12,22,9,22,40.9,2,3,66.7,2,6,33.3,2,5,7,3,3,3,1,7,-10
NOP,NOP vs. HOU,11/11/2019,,L,12,29,10,22,45.5,3,8,37.5,6,12,50.0,5,7,12,4,4,0,0,6,1
DET,DET vs. MIN,11/11/2019,,L,12,25,8,17,47.1,3,7,42.9,6,8,75.0,0,7,7,4,6,1,0,8,0
LAC,LAC vs. TOR,11/11/2019,,W,12,36,12,21,57.1,2,7,28.6,10,15,66.7,4,12,16,10,4,2,2,3,13
HOU,HOU @ NOP,11/11/2019,,W,12,28,10,19,52.6,2,8,25.0,6,7,85.7,1,8,9,3,5,2,1,9,-1
TOR,TOR @ LAC,11/11/2019,,L,12,23,10,23,43.5,2,8,25.0,1,2,50.0,1,7,8,8,2,3,2,9,-13
DAL,DAL @ BOS,11/11/2019,,L,12,33,12,23,52.2,3,9,33.3,6,6,100.0,4,7,11,9,2,2,1,6,4
MIL,MIL @ OKC,11/10/2019,,W,12,29,11,17,64.7,5,9,55.6,2,4,50.0,1,7,8,9,5,2,0,4,-3
CHA,CHA @ PHI,11/10/2019,,L,12,34,11,21,52.4,4,8,50.0,8,11,72.7,3,9,12,6,4,2,0,2,14
TOR,TOR @ LAL,11/10/2019,,W,12,23,11,25,44.0,1,9,11.1,0,0,0.0,2,8,10,6,3,2,2,6,-7
PHX,PHX vs. BKN,11/10/2019,,W,12,31,12,23,52.2,4,9,44.4,3,4,75.0,0,10,10,6,2,3,1,4,11
CLE,CLE @ NYK,11/10/2019,,W,12,23,9,23,39.1,2,8,25.0,3,4,75.0,3,10,13,5,2,3,1,3,6
POR,POR vs. ATL,11/10/2019,,W,12,26,8,24,33.3,4,11,36.4,6,6,100.0,4,12,16,3,1,0,4,5,3
PHI,PHI vs. CHA,11/10/2019,,W,12,20,10,22,45.5,0,9,0.0,0,1,0.0,4,7,11,5,6,4,2,6,-14
OKC,OKC vs. MIL,11/10/2019,,L,12,32,12,19,63.2,6,10,60.0,2,2,100.0,0,5,5,10,4,3,1,4,3
BKN,BKN @ PHX,11/10/2019,,L,12,20,9,21,42.9,2,9,22.2,0,0,0.0,0,10,10,4,5,1,0,6,-11
IND,IND @ ORL,11/10/2019,,W,12,22,10,22,45.5,1,5,20.0,1,1,100.0,2,5,7,7,4,1,0,4,-5
LAL,LAL vs. TOR,11/10/2019,,L,12,30,11,22,50.0,4,8,50.0,4,7,57.1,3,10,13,8,3,1,1,2,7
DEN,DEN @ MIN,11/10/2019,,W,12,22,10,28,35.7,2,7,28.6,0,0,0.0,4,9,13,6,4,3,1,8,-2
ATL,ATL @ POR,11/10/2019,,L,12,23,9,28,32.1,3,10,30.0,2,3,66.7,1,11,12,5,1,1,2,6,-3
NYK,NYK vs. CLE,11/10/2019,,L,12,17,8,23,34.8,1,7,14.3,0,4,0.0,5,12,17,5,5,2,3,7,-6
MIN,MIN vs. DEN,11/10/2019,,L,12,24,8,24,33.3,3,15,20.0,5,6,83.3,5,11,16,6,5,1,3,3,2
ORL,ORL vs. IND,11/10/2019,,L,12,27,12,21,57.1,3,6,50.0,0,0,0.0,2,7,9,8,3,3,3,4,5
SAS,SAS vs. BOS,11/09/2019,,L,12,24,7,20,35.0,4,5,80.0,6,8,75.0,1,11,12,7,5,1,3,7,-9
HOU,HOU @ CHI,11/09/2019,,W,12,30,9,16,56.3,3,8,37.5,9,11,81.8,2,12,14,3,7,1,2,4,8
OKC,OKC vs. GSW,11/09/2019,,W,12,24,10,21,47.6,4,9,44.4,0,0,0.0,2,11,13,8,3,1,0,3,8
BOS,BOS @ SAS,11/09/2019,,W,12,33,11,28,39.3,3,12,25.0,8,10,80.0,4,11,15,6,2,4,3,6,9
GSW,GSW @ OKC,11/09/2019,,L,12,16,6,19,31.6,0,8,0.0,4,4,100.0,1,9,10,2,3,2,2,3,-8
MEM,MEM vs. DAL,11/09/2019,,L,12,28,10,20,50.0,1,7,14.3,7,9,77.8,4,6,10,6,6,3,1,7,-9
DAL,DAL @ MEM,11/09/2019,,W,12,37,13,22,59.1,4,10,40.0,7,8,87.5,2,7,9,7,3,3,1,6,9
NOP,NOP @ CHA,11/09/2019,,W,12,22,7,18,38.9,2,8,25.0,6,6,100.0,1,6,7,5,8,4,3,7,-11
CHA,CHA vs. NOP,11/09/2019,,L,12,33,11,22,50.0,5,7,71.4,6,7,85.7,4,8,12,9,7,2,0,6,11
CHI,CHI vs. HOU,11/09/2019,,L,12,22,9,26,34.6,1,10,10.0,3,4,75.0,3,6,9,5,1,6,0,7,-8
WAS,WAS vs. CLE,11/08/2019,,L,12,26,12,24,50.0,2,8,25.0,0,0,0.0,6,7,13,5,6,1,1,11,-11
MIL,MIL @ UTA,11/08/2019,,L,12,19,5,23,21.7,1,8,12.5,8,10,80.0,3,10,13,1,3,3,1,4,-6
DEN,DEN vs. PHI,11/08/2019,,W,12,24,9,17,52.9,0,3,0.0,6,9,66.7,1,7,8,4,2,1,3,3,-9
MIA,MIA @ LAL,11/08/2019,,L,12,25,8,22,36.4,3,13,23.1,6,8,75.0,2,8,10,5,1,3,0,4,5
DET,DET @ IND,11/08/2019,,L,12,18,6,21,28.6,1,8,12.5,5,5,100.0,4,7,11,3,5,3,2,9,-12
DAL,DAL vs. NYK,11/08/2019,,L,12,29,11,23,47.8,3,11,27.3,4,5,80.0,1,9,10,5,3,0,2,7,4
UTA,UTA vs. MIL,11/08/2019,,W,12,25,9,21,42.9,5,11,45.5,2,2,100.0,2,14,16,2,8,2,1,8,6
CLE,CLE @ WAS,11/08/2019,,W,12,37,11,23,47.8,2,8,25.0,13,16,81.3,4,6,10,6,1,2,0,4,11
ORL,ORL vs. MEM,11/08/2019,,W,12,24,8,22,36.4,0,5,0.0,8,9,88.9,3,8,11,2,4,2,0,4,-9
MEM,MEM @ ORL,11/08/2019,,L,12,33,14,21,66.7,2,5,40.0,3,4,75.0,0,10,10,9,4,2,3,6,9
POR,POR vs. BKN,11/08/2019,,L,12,29,8,25,32.0,3,8,37.5,10,11,90.9,6,8,14,3,3,1,2,3,1
IND,IND vs. DET,11/08/2019,,W,12,30,11,19,57.9,1,4,25.0,7,8,87.5,0,11,11,6,4,2,0,3,12
PHI,PHI @ DEN,11/08/2019,,L,12,33,14,26,53.8,5,5,100.0,0,1,0.0,5,8,13,11,2,1,1,5,9
MIN,MIN vs. GSW,11/08/2019,,W,12,31,13,25,52.0,1,7,14.3,4,7,57.1,7,6,13,5,6,2,3,8,1
SAC,SAC @ ATL,11/08/2019,,W,12,32,13,19,68.4,2,5,40.0,4,4,100.0,2,9,11,8,3,2,5,4,9
BKN,BKN @ POR,11/08/2019,,W,12,28,12,24,50.0,3,10,30.0,1,1,100.0,3,9,12,4,4,2,2,9,-1
GSW,GSW @ MIN,11/08/2019,,L,12,30,8,18,44.4,1,6,16.7,13,13,100.0,1,6,7,6,4,6,2,6,-1
NYK,NYK @ DAL,11/08/2019,,W,12,25,8,20,40.0,4,7,57.1,5,8,62.5,2,10,12,4,4,1,1,8,-4
ATL,ATL vs. SAC,11/08/2019,,L,12,23,10,24,41.7,1,6,16.7,2,2,100.0,3,4,7,3,3,2,2,3,-9
NOP,NOP vs. TOR,11/08/2019,,L,12,23,9,28,32.1,1,11,9.1,4,5,80.0,5,8,13,4,5,3,0,6,-22
TOR,TOR @ NOP,11/08/2019,,W,12,45,14,26,53.8,8,12,66.7,9,9,100.0,3,13,16,11,3,3,0,4,22
LAL,LAL vs. MIA,11/08/2019,,W,12,20,9,22,40.9,2,9,22.2,0,0,0.0,0,10,10,9,4,0,0,6,-5
PHX,PHX vs. MIA,11/07/2019,,L,12,27,9,19,47.4,2,7,28.6,7,7,100.0,2,6,8,4,5,0,0,6,-6
SAS,SAS vs. OKC,11/07/2019,,W,12,23,11,23,47.8,1,3,33.3,0,0,0.0,2,12,14,6,4,0,1,6,-4
MIA,MIA @ PHX,11/07/2019,,W,12,33,12,23,52.2,4,7,57.1,5,5,100.0,3,8,11,7,4,2,1,7,6
CHA,CHA vs. BOS,11/07/2019,,L,12,23,9,21,42.9,3,9,33.3,2,4,50.0,0,12,12,6,5,3,5,7,1
LAC,LAC vs. POR,11/07/2019,,W,12,21,7,17,41.2,0,4,0.0,7,10,70.0,1,12,13,6,6,1,4,2,3
POR,POR @ LAC,11/07/2019,,L,12,18,8,28,28.6,2,10,20.0,0,1,0.0,7,9,16,2,5,1,0,9,-3
BOS,BOS @ CHA,11/07/2019,,W,12,22,7,23,30.4,1,7,14.3,7,8,87.5,3,13,16,4,3,2,0,4,-1
OKC,OKC @ SAS,11/07/2019,,L,12,27,10,22,45.5,3,6,50.0,4,7,57.1,2,9,11,7,0,1,1,2,4
TOR,TOR vs. SAC,11/06/2019,,W,12,30,7,15,46.7,1,4,25.0,15,17,88.2,2,5,7,3,5,2,1,5,-5
LAC,LAC vs. MIL,11/06/2019,,L,12,29,12,26,46.2,2,7,28.6,3,4,75.0,3,8,11,3,5,1,1,7,-13
ORL,ORL @ DAL,11/06/2019,,L,12,28,10,22,45.5,1,5,20.0,7,8,87.5,5,8,13,6,3,2,2,5,-1
CHI,CHI @ ATL,11/06/2019,,W,12,23,7,24,29.2,4,10,40.0,5,8,62.5,2,11,13,4,2,2,2,4,1
IND,IND vs. WAS,11/06/2019,,W,12,44,16,26,61.5,6,11,54.5,6,10,60.0,2,6,8,13,1,4,0,9,8
DAL,DAL vs. ORL,11/06/2019,,W,12,29,11,21,52.4,4,10,40.0,3,4,75.0,2,7,9,6,3,1,0,5,1
GSW,GSW @ HOU,11/06/2019,,L,12,23,7,25,28.0,2,7,28.6,7,7,100.0,6,9,15,3,3,2,0,4,-10
PHI,PHI @ UTA,11/06/2019,,L,12,27,8,17,47.1,0,1,0.0,11,13,84.6,1,4,5,5,4,5,1,5,-5
MEM,MEM vs. MIN,11/06/2019,,W,12,35,12,21,57.1,3,5,60.0,8,8,100.0,1,7,8,10,6,0,1,2,-3
HOU,HOU vs. GSW,11/06/2019,,W,12,33,13,23,56.5,5,9,55.6,2,5,40.0,1,10,11,3,2,1,3,6,10
MIL,MIL @ LAC,11/06/2019,,W,12,42,12,24,50.0,8,14,57.1,10,12,83.3,3,10,13,4,2,1,4,5,13
DET,DET vs. NYK,11/06/2019,,W,12,31,12,22,54.5,3,6,50.0,4,6,66.7,4,8,12,10,4,1,0,5,-3
NYK,NYK @ DET,11/06/2019,,L,12,34,13,22,59.1,4,8,50.0,4,8,50.0,1,4,5,6,1,3,1,4,3
WAS,WAS @ IND,11/06/2019,,L,12,36,11,22,50.0,2,9,22.2,12,12,100.0,4,7,11,7,6,0,1,7,-8
SAC,SAC @ TOR,11/06/2019,,L,12,35,12,22,54.5,6,10,60.0,5,6,83.3,2,7,9,7,5,3,3,10,5
MIN,MIN @ MEM,11/06/2019,,L,12,38,15,26,57.7,5,11,45.5,3,4,75.0,3,5,8,10,2,4,3,6,3
UTA,UTA vs. PHI,11/06/2019,,W,12,32,13,22,59.1,3,6,50.0,3,4,75.0,5,7,12,8,6,2,1,8,5
ATL,ATL vs. CHI,11/06/2019,,L,12,22,9,21,42.9,1,9,11.1,3,3,100.0,0,16,16,6,5,1,2,6,-1
BOS,BOS @ CLE,11/05/2019,,W,12,29,10,22,45.5,3,8,37.5,6,7,85.7,1,10,11,6,3,1,3,7,1
ATL,ATL vs. SAS,11/05/2019,,W,12,22,9,22,40.9,2,4,50.0,2,3,66.7,3,10,13,5,6,2,1,4,-2
LAL,LAL @ CHI,11/05/2019,,W,12,24,9,21,42.9,3,9,33.3,3,4,75.0,3,7,10,5,6,1,2,7,-12
MIA,MIA @ DEN,11/05/2019,,L,12,20,8,23,34.8,3,6,50.0,1,2,50.0,2,8,10,8,4,2,3,5,-9
CHA,CHA vs. IND,11/05/2019,,W,12,37,14,22,63.6,4,6,66.7,5,7,71.4,2,7,9,9,1,2,1,4,8
SAS,SAS @ ATL,11/05/2019,,L,12,24,9,24,37.5,2,6,33.3,4,5,80.0,3,9,12,6,3,4,4,3,2
DEN,DEN vs. MIA,11/05/2019,,W,12,29,12,23,52.2,2,5,40.0,3,5,60.0,4,11,15,9,5,2,1,5,9
CLE,CLE vs. BOS,11/05/2019,,L,12,28,11,25,44.0,1,8,12.5,5,5,100.0,2,12,14,3,3,1,4,6,-1
CHI,CHI vs. LAL,11/05/2019,,L,12,36,12,21,57.1,3,8,37.5,9,13,69.2,3,9,12,4,2,4,0,5,12
OKC,OKC vs. ORL,11/05/2019,,W,12,27,10,20,50.0,2,7,28.6,5,7,71.4,3,6,9,3,3,3,2,4,0
ORL,ORL @ OKC,11/05/2019,,L,12,27,11,22,50.0,1,5,20.0,4,6,66.7,5,8,13,5,4,2,3,6,0
IND,IND @ CHA,11/05/2019,,L,12,29,11,21,52.4,3,6,50.0,4,4,100.0,1,7,8,8,3,0,2,7,-8
HOU,HOU @ MEM,11/04/2019,,W,12,29,11,24,45.8,2,7,28.6,5,6,83.3,3,7,10,4,5,2,1,7,-3
POR,POR @ GSW,11/04/2019,,L,12,31,12,25,48.0,4,9,44.4,3,4,75.0,4,6,10,6,1,2,2,5,5
PHI,PHI @ PHX,11/04/2019,,L,12,30,12,25,48.0,3,8,37.5,3,6,50.0,3,6,9,6,4,4,0,4,4
GSW,GSW vs. POR,11/04/2019,,W,12,26,9,17,52.9,3,6,50.0,5,7,71.4,0,6,6,6,4,0,2,6,-5
MEM,MEM vs. HOU,11/04/2019,,L,12,32,13,21,61.9,0,4,0.0,6,7,85.7,1,6,7,7,3,4,4,5,3
NOP,NOP @ BKN,11/04/2019,,L,12,23,9,29,31.0,0,9,0.0,5,8,62.5,5,7,12,2,2,2,0,5,-11
MIL,MIL @ MIN,11/04/2019,,W,12,33,13,22,59.1,2,9,22.2,5,7,71.4,2,8,10,6,5,1,2,6,3
BKN,BKN vs. NOP,11/04/2019,,W,12,34,13,20,65.0,3,4,75.0,5,7,71.4,1,14,15,9,6,2,3,5,11
MIN,MIN vs. MIL,11/04/2019,,L,12,30,10,24,41.7,4,10,40.0,6,6,100.0,4,8,12,6,6,4,2,8,-3
PHX,PHX vs. PHI,11/04/2019,,W,12,26,9,16,56.3,2,4,50.0,6,6,100.0,1,9,10,6,8,1,2,7,-4
DET,DET @ WAS,11/04/2019,,L,12,31,12,23,52.2,4,7,57.1,3,3,100.0,2,8,10,10,3,1,2,6,-1
WAS,WAS vs. DET,11/04/2019,,W,12,32,10,21,47.6,3,8,37.5,9,10,90.0,2,7,9,6,2,2,2,3,1
SAC,SAC @ NYK,11/03/2019,,W,12,29,11,19,57.9,3,6,50.0,4,4,100.0,0,13,13,8,3,0,3,10,11
LAC,LAC vs. UTA,11/03/2019,,W,12,23,9,25,36.0,2,10,20.0,3,4,75.0,7,10,17,4,1,1,2,3,2
MIA,MIA vs. HOU,11/03/2019,,W,12,25,10,23,43.5,4,12,33.3,1,4,25.0,1,9,10,9,6,3,1,7,-7
CLE,CLE vs. DAL,11/03/2019,,L,12,25,9,25,36.0,6,15,40.0,1,2,50.0,3,9,12,6,3,3,1,2,-2
IND,IND vs. CHI,11/03/2019,,W,12,31,10,20,50.0,3,10,30.0,8,10,80.0,1,6,7,8,3,1,2,6,7
HOU,HOU @ MIA,11/03/2019,,L,12,32,9,20,45.0,3,12,25.0,11,13,84.6,3,12,15,6,6,1,1,5,7
UTA,UTA @ LAC,11/03/2019,,L,12,21,9,20,45.0,3,8,37.5,0,3,0.0,1,9,10,8,2,0,1,4,-2
SAS,SAS vs. LAL,11/03/2019,,L,12,18,6,21,28.6,3,10,30.0,3,4,75.0,2,11,13,5,3,0,1,4,-12
DAL,DAL @ CLE,11/03/2019,,W,12,27,10,25,40.0,5,10,50.0,2,2,100.0,3,11,14,8,4,1,2,4,2
LAL,LAL @ SAS,11/03/2019,,W,12,30,12,24,50.0,2,8,25.0,4,5,80.0,2,13,15,6,2,1,1,5,12
NYK,NYK vs. SAC,11/03/2019,,L,12,18,6,21,28.6,2,10,20.0,4,9,44.4,3,7,10,4,2,1,2,5,-11
CHI,CHI @ IND,11/03/2019,,L,12,24,10,21,47.6,2,7,28.6,2,4,50.0,4,8,12,6,6,1,1,8,-7
CHA,CHA @ GSW,11/02/2019,,W,12,25,9,21,42.9,0,4,0.0,7,10,70.0,3,6,9,1,1,4,1,4,0
MEM,MEM vs. PHX,11/02/2019,,L,12,23,10,26,38.5,3,11,27.3,0,3,0.0,4,11,15,8,2,3,2,3,9
OKC,OKC vs. NOP,11/02/2019,,W,12,32,12,24,50.0,4,8,50.0,4,5,80.0,4,6,10,5,4,3,3,7,-2
DEN,DEN @ ORL,11/02/2019,,W,12,23,5,18,27.8,3,9,33.3,10,12,83.3,2,10,12,4,4,5,1,5,4
GSW,GSW vs. CHA,11/02/2019,,L,12,25,11,24,45.8,2,7,28.6,1,1,100.0,3,11,14,7,5,0,2,8,0
TOR,TOR @ MIL,11/02/2019,,L,12,33,10,23,43.5,5,8,62.5,8,9,88.9,0,8,8,8,1,2,0,2,3
WAS,WAS vs. MIN,11/02/2019,,L,12,22,8,23,34.8,2,6,33.3,4,6,66.7,3,10,13,5,6,2,1,7,-6
MIN,MIN @ WAS,11/02/2019,,W,12,28,11,24,45.8,3,11,27.3,3,6,50.0,0,12,12,7,3,2,3,6,6
DET,DET vs. BKN,11/02/2019,,W,12,13,4,21,19.0,2,6,33.3,3,4,75.0,1,7,8,2,4,3,0,1,-15
PHI,PHI @ POR,11/02/2019,,W,12,30,12,31,38.7,5,14,35.7,1,1,100.0,5,6,11,10,1,1,1,6,-6
BKN,BKN @ DET,11/02/2019,,L,12,28,14,27,51.9,0,6,0.0,0,0,0.0,4,15,19,7,4,1,2,4,15
PHX,PHX @ MEM,11/02/2019,,W,12,14,6,21,28.6,1,8,12.5,1,2,50.0,1,12,13,4,7,1,0,6,-9
POR,POR vs. PHI,11/02/2019,,L,12,36,12,18,66.7,5,8,62.5,7,8,87.5,1,10,11,6,4,1,2,6,6
NOP,NOP @ OKC,11/02/2019,,L,12,34,11,22,50.0,4,6,66.7,8,12,66.7,5,6,11,9,4,1,3,4,2
ORL,ORL vs. DEN,11/02/2019,,L,12,19,7,19,36.8,1,7,14.3,4,6,66.7,1,10,11,4,6,3,3,7,-4
MIL,MIL vs. TOR,11/02/2019,,W,12,30,12,21,57.1,4,9,44.4,2,2,100.0,1,13,14,9,5,0,2,6,-3
DAL,DAL vs. LAL,11/01/2019,,L,12,33,14,31,45.2,3,7,42.9,2,2,100.0,9,8,17,5,5,1,0,6,5
BOS,BOS vs. NYK,11/01/2019,,W,12,27,8,19,42.1,2,9,22.2,9,9,100.0,1,14,15,5,3,0,0,5,0
UTA,UTA @ SAC,11/01/2019,,L,12,30,10,17,58.8,3,6,50.0,7,8,87.5,1,6,7,6,3,2,2,5,7
LAL,LAL @ DAL,11/01/2019,,W,12,28,12,23,52.2,0,5,0.0,4,4,100.0,2,2,4,7,1,2,3,3,-5
CLE,CLE @ IND,11/01/2019,,L,12,11,5,20,25.0,0,3,0.0,1,2,50.0,0,10,10,3,6,1,1,3,-12
CHI,CHI vs. DET,11/01/2019,,W,12,27,10,21,47.6,3,11,27.3,4,4,100.0,2,10,12,7,9,2,0,6,-2
MIL,MIL @ ORL,11/01/2019,,W,12,31,14,26,53.8,3,9,33.3,0,0,0.0,1,14,15,7,2,5,1,4,17
NYK,NYK @ BOS,11/01/2019,,L,12,27,10,25,40.0,4,12,33.3,3,6,50.0,2,10,12,6,0,2,1,5,0
ORL,ORL vs. MIL,11/01/2019,,L,12,14,5,20,25.0,1,6,16.7,3,3,100.0,1,7,8,3,7,1,1,2,-17
BKN,BKN vs. HOU,11/01/2019,,W,12,37,14,22,63.6,5,7,71.4,4,5,80.0,2,8,10,8,3,3,1,4,11
GSW,GSW vs. SAS,11/01/2019,,L,12,27,10,21,47.6,5,7,71.4,2,2,100.0,0,10,10,7,3,0,0,6,-1
SAS,SAS @ GSW,11/01/2019,,W,12,28,10,25,40.0,3,11,27.3,5,5,100.0,3,11,14,4,2,0,1,3,1
HOU,HOU @ BKN,11/01/2019,,L,12,26,9,22,40.9,2,11,18.2,6,7,85.7,3,7,10,5,5,3,0,7,-11
SAC,SAC vs. UTA,11/01/2019,,W,12,23,9,21,42.9,1,7,14.3,4,4,100.0,4,4,8,3,4,2,0,7,-7
DET,DET @ CHI,11/01/2019,,L,12,29,12,27,44.4,1,9,11.1,4,8,50.0,4,8,12,5,2,6,0,5,2
